Date,Close_ZW=F,High_ZW=F,Low_ZW=F,Open_ZW=F,Volume_ZW=F,Return,MA_5,Vol_5,Return_lag1,Return_lag10,GPRD,GPRD_THREAT,EVENT,geo_keyword_hits,sentiment,event_dummy
2000-08-01,245.0,249.75,242.5,246.25,6981,-0.004065040650406471,245.9,0.008744791832377247,-0.010060362173038184,-0.01127049180327866,77.94,54.01,,,,0
2000-08-02,246.5,247.25,244.5,245.0,5729,0.00612244897959191,246.35,0.008671098636482326,-0.004065040650406471,0.015544041450777257,124.31,89.4,,,,0
2000-08-03,242.25,247.5,241.75,246.25,7054,-0.017241379310344862,245.65,0.011599598918862461,0.00612244897959191,0.008163265306122547,47.05,55.23,,,,0
2000-08-04,236.5,241.5,236.5,241.5,6080,-0.023735810113519107,243.25,0.01157651479734805,-0.017241379310344862,0.0010121457489877805,23.49,19.54,,,,0
2000-08-07,233.5,239.75,233.0,237.0,6493,-0.012684989429175508,240.75,0.011650764652156467,-0.023735810113519107,-0.00707785642062686,31.05,30.98,,,,0
2000-08-08,236.5,237.0,234.0,234.5,8204,0.012847965738758127,239.05,0.015679713840366653,-0.012684989429175508,0.0,73.07,86.8,,,,0
2000-08-09,235.5,237.5,233.5,236.0,7031,-0.0042283298097252064,236.85,0.014131044380002821,0.012847965738758127,-0.005091649694501044,36.84,35.01,,,,0
2000-08-10,235.75,238.0,235.0,235.5,10411,0.0010615711252655036,235.55,0.013832682378450162,-0.0042283298097252064,0.0061412487205732,65.24,72.33,,,,0
2000-08-11,236.75,238.0,232.5,236.0,7029,0.0042417815482502785,235.6,0.009521962363253011,0.0010615711252655036,0.011190233977619535,60.38,50.21,,,,0
2000-08-14,238.5,239.0,236.0,237.0,2579,0.007391763463569179,236.6,0.006439003737662539,0.0042417815482502785,-0.010060362173038184,49.52,45.76,,,,0
2000-08-15,240.5,241.5,238.25,239.0,3775,0.008385744234800763,237.4,0.005127273474762796,0.007391763463569179,-0.004065040650406471,49.52,45.76,,,,0
2000-08-16,243.5,244.5,241.0,241.0,6007,0.012474012474012364,239.0,0.004315483932621663,0.008385744234800763,0.00612244897959191,49.52,45.76,,,,0
2000-08-17,239.5,245.5,238.5,244.75,4709,-0.01642710472279263,239.75,0.01136637369345055,0.012474012474012364,-0.017241379310344862,49.52,45.76,,,,0
2000-08-18,238.5,241.25,237.5,239.5,5945,-0.0041753653444676075,240.1,0.011791328514059706,-0.01642710472279263,-0.023735810113519107,49.52,45.76,,,,0
2000-08-21,236.25,238.75,234.0,238.75,5510,-0.009433962264150941,239.65,0.012097133005506244,-0.0041753653444676075,-0.012684989429175508,49.52,45.76,,,,0
2000-08-22,234.75,238.0,234.5,236.5,5745,-0.006349206349206327,238.5,0.010698636878506272,-0.009433962264150941,0.012847965738758127,49.52,45.76,,,,0
2000-08-23,233.75,235.25,232.0,234.75,3472,-0.004259850905218299,236.55,0.005107119432709467,-0.006349206349206327,-0.0042283298097252064,49.52,45.76,,,,0
2000-08-24,240.5,240.5,233.75,234.0,8565,0.02887700534759352,236.75,0.01576731555815563,-0.004259850905218299,0.0010615711252655036,49.52,45.76,,,,0
2000-08-25,241.5,244.25,240.0,240.0,8198,0.004158004158004047,237.35,0.015531182107773241,0.02887700534759352,0.0042417815482502785,49.52,45.76,,,,0
2000-08-28,242.5,247.0,241.5,245.0,7918,0.0041407867494824835,238.6,0.014014429868008502,0.004158004158004047,0.007391763463569179,49.52,45.76,,,,0
2000-08-29,250.25,251.0,243.5,243.5,10671,0.03195876288659805,241.7,0.01632543914073173,0.0041407867494824835,0.008385744234800763,49.52,45.76,,,,0
2000-08-30,246.25,250.75,245.75,249.0,9,-0.015984015984015998,244.2,0.019875687384061643,0.03195876288659805,0.012474012474012364,49.52,45.76,,,,0
2000-08-31,251.0,251.0,248.0,248.0,11,0.019289340101522834,246.3,0.018054225134756668,-0.015984015984015998,-0.01642710472279263,49.52,45.76,,,,0
2000-09-01,251.0,251.75,250.75,250.75,11,0.0,248.2,0.018408742716225564,0.019289340101522834,-0.0041753653444676075,57.64,57.52,,,,0
2000-09-05,250.25,251.0,250.75,250.75,11,-0.0029880478087649376,249.75,0.01903621431805004,0.0,-0.009433962264150941,102.91,85.58,,,,0
2000-09-06,253.0,251.0,250.75,250.75,11,0.01098901098901095,250.3,0.013524863901918743,-0.0029880478087649376,-0.006349206349206327,50.47,53.01,,,,0
2000-09-08,249.5,251.0,250.75,250.75,11,-0.013833992094861691,250.95,0.012815325872809523,0.01098901098901095,-0.004259850905218299,59.21,36.28,,,,0
2000-09-11,250.5,251.0,250.75,250.75,11,0.004008016032064132,250.85,0.009171480082486028,-0.013833992094861691,0.02887700534759352,44.27,36.81,,,,0
2000-09-12,249.25,251.0,250.75,250.75,4,-0.004990019960079861,250.5,0.009390709327452505,0.004008016032064132,0.004158004158004047,30.50,15.22,,,,0
2000-09-13,245.0,251.0,250.75,250.75,4,-0.017051153460381108,249.45,0.011796871327231727,-0.004990019960079861,0.0041407867494824835,30.50,15.22,,,,0
2000-09-14,242.0,251.0,250.75,250.75,100,-0.01224489795918371,247.25,0.00842390413412047,-0.017051153460381108,0.03195876288659805,30.50,15.22,,,,0
2000-09-15,254.5,254.5,253.5,254.0,199,0.051652892561983466,248.25,0.027650897041990016,-0.01224489795918371,-0.015984015984015998,30.50,15.22,,,,0
2000-09-18,252.25,253.5,252.0,253.5,112,-0.008840864440078589,248.6,0.028271997921776586,0.051652892561983466,0.019289340101522834,30.50,15.22,,,,0
2000-09-19,256.5,256.5,255.25,256.0,173,0.01684836471754214,250.05,0.02866326177404896,-0.008840864440078589,0.0,30.50,15.22,,,,0
2000-09-20,248.0,249.25,248.0,248.75,384,-0.033138401559454245,250.65,0.03254755633273877,0.01684836471754214,-0.0029880478087649376,30.50,15.22,,,,0
2000-09-21,247.0,250.0,247.0,248.75,101,-0.0040322580645161255,251.65,0.031793492772565914,-0.033138401559454245,0.01098901098901095,30.50,15.22,,,,0
2000-09-22,247.5,248.25,246.75,247.25,278,0.002024291497975783,250.25,0.01825674647333439,-0.0040322580645161255,-0.013833992094861691,30.50,15.22,,,,0
2000-09-25,255.0,255.0,251.5,251.5,55,0.030303030303030276,250.8,0.023936517207694682,0.002024291497975783,0.004008016032064132,30.50,15.22,,,,0
2000-09-26,254.25,254.5,253.25,253.75,122,-0.002941176470588225,250.35,0.02254614684986927,0.030303030303030276,-0.004990019960079861,30.50,15.22,,,,0
2000-09-27,253.0,255.0,253.0,254.75,269,-0.004916420845624381,251.35,0.014898944702062314,-0.002941176470588225,-0.017051153460381108,30.50,15.22,,,,0
2000-09-28,259.75,259.75,258.5,258.75,229,0.02667984189723316,253.9,0.016909697291976198,-0.004916420845624381,-0.01224489795918371,30.50,15.22,,,,0
2000-09-29,258.0,259.5,258.0,259.25,843,-0.006737247353224229,256.0,0.018364033111478162,0.02667984189723316,0.051652892561983466,30.50,15.22,,,,0
2000-10-02,270.5,272.0,265.5,265.5,142,0.04844961240310086,259.1,0.024517867606604776,-0.006737247353224229,-0.008840864440078589,61.44,66.64,,,,0
2000-10-03,269.0,269.0,266.0,267.25,176,-0.00554528650646946,262.05,0.02494144265712733,0.04844961240310086,0.01684836471754214,39.40,28.08,,,,0
2000-10-04,266.75,268.5,266.75,268.0,306,-0.008364312267657992,264.8,0.025551958883098233,-0.00554528650646946,-0.033138401559454245,36.20,24.08,,,,0
2000-10-05,265.25,267.5,265.25,266.5,48,-0.005623242736644829,265.9,0.02463078344292894,-0.008364312267657992,-0.0040322580645161255,93.16,95.69,,,,0
2000-10-06,266.5,267.5,266.0,267.0,436,0.004712535344015167,267.6,0.023852251805734685,-0.005623242736644829,0.002024291497975783,91.93,69.05,,,,0
2000-10-09,267.5,269.25,267.5,269.25,61,0.0037523452157599557,267.0,0.006002518494124446,0.004712535344015167,0.030303030303030276,38.56,34.98,,,,0
2000-10-10,267.0,268.0,266.5,267.5,252,-0.0018691588785046953,266.6,0.005710441697253941,0.0037523452157599557,-0.002941176470588225,103.62,138.98,,,,0
2000-10-11,273.5,275.5,273.5,275.25,292,0.02434456928838946,267.95,0.011574434817365635,-0.0018691588785046953,-0.004916420845624381,33.78,21.6,,,,0
2000-10-12,277.25,277.25,275.0,276.75,218,0.013711151736745864,270.35,0.01026748883043584,0.02434456928838946,0.02667984189723316,60.75,65.37,,,,0
2000-10-13,272.75,273.25,272.0,272.5,301,-0.0162308385933273,271.6,0.015404976483327637,0.013711151736745864,-0.006737247353224229,60.75,65.37,,,,0
2000-10-16,266.0,270.0,265.5,267.0,210,-0.024747937671860676,271.3,0.020343641315652423,-0.0162308385933273,0.04844961240310086,60.75,65.37,,,,0
2000-10-17,271.5,274.0,271.0,271.0,55,0.020676691729323293,272.2,0.022477997772205167,-0.024747937671860676,-0.00554528650646946,60.75,65.37,,,,0
2000-10-18,266.75,270.0,266.75,268.0,176,-0.017495395948434633,270.85,0.020502929279470884,0.020676691729323293,-0.008364312267657992,60.75,65.37,,,,0
2000-10-19,264.75,264.75,263.5,264.0,195,-0.007497656982193068,268.35,0.017715811901489676,-0.017495395948434633,-0.005623242736644829,60.75,65.37,,,,0
2000-10-20,259.5,261.0,258.5,259.75,114,-0.019830028328611915,265.7,0.018147924926183456,-0.007497656982193068,0.004712535344015167,60.75,65.37,,,,0
2000-10-23,260.0,260.0,259.0,260.0,51,0.0019267822736031004,264.5,0.01649264718445055,-0.019830028328611915,0.0037523452157599557,60.75,65.37,,,,0
2000-10-24,258.5,258.5,257.25,257.75,72,-0.005769230769230749,261.9,0.008928374984604116,0.0019267822736031004,-0.0018691588785046953,60.75,65.37,,,,0
2000-10-25,256.5,257.75,256.5,257.5,52,-0.007736943907156624,259.85,0.007803037215003571,-0.005769230769230749,0.02434456928838946,60.75,65.37,,,,0
2000-10-26,255.5,256.0,254.75,255.0,44,-0.003898635477582846,258.0,0.007999287938159435,-0.007736943907156624,0.013711151736745864,60.75,65.37,,,,0
2000-10-27,256.25,257.5,256.25,256.5,137,0.0029354207436398383,257.35,0.004722538231528688,-0.003898635477582846,-0.0162308385933273,60.75,65.37,,,,0
2000-10-30,260.5,260.5,258.25,259.0,110,0.01658536585365855,257.45,0.00988862057440704,0.0029354207436398383,-0.024747937671860676,60.75,65.37,,,,0
2000-10-31,253.5,256.0,253.5,256.0,154,-0.026871401151631447,256.45,0.01588023774101741,0.01658536585365855,0.020676691729323293,60.75,65.37,,,,0
2000-11-02,256.75,258.0,255.0,255.0,91,0.012820512820512775,256.5,0.01721071170457245,-0.026871401151631447,-0.017495395948434633,92.17,65.03,,,,0
2000-11-03,261.5,262.0,260.0,260.0,113,0.01850048685491723,257.7,0.018691448215513898,0.012820512820512775,-0.007497656982193068,55.85,68.43,,,,0
2000-11-06,265.5,265.5,263.75,264.0,127,0.015296367112810794,259.55,0.019194828994290584,0.01850048685491723,-0.019830028328611915,60.57,50.37,,,,0
2000-11-07,261.5,263.0,261.5,263.0,71,-0.015065913370998163,259.75,0.020526116153648796,0.015296367112810794,0.0019267822736031004,45.60,48.75,,,,0
2000-11-08,263.25,263.5,262.25,263.25,153,0.006692160611854625,261.7,0.013415144112678629,-0.015065913370998163,-0.005769230769230749,38.31,39.21,,,,0
2000-11-09,266.25,266.25,265.75,265.75,210,0.01139601139601143,263.6,0.013292415931802656,0.006692160611854625,-0.007736943907156624,59.75,66.24,,,,0
2000-11-10,256.25,258.25,256.0,258.25,98,-0.03755868544600938,262.55,0.022204918120507587,0.01139601139601143,-0.003898635477582846,82.20,91.13,,,,0
