Date,Close_LIT,High_LIT,Low_LIT,Open_LIT,Volume_LIT,Return,MA_5,Vol_5,Return_lag1,Return_lag10,GPRD,GPRD_THREAT,EVENT,geo_keyword_hits,sentiment,event_dummy
2010-08-09,28.638769149780273,29.067441087026324,28.440917902426108,29.067441087026324,46050,0.005208418411955629,28.49367752075195,0.007954823902277206,-0.008605991346951614,0.02299564352859229,87.17,81.19,,25,-0.08440368852459017,0
2010-08-10,28.34198760986328,28.473887364140474,28.028724514178123,28.358475472240205,88750,-0.010362929299259638,28.53324737548828,0.01023551296482166,0.005208418411955629,-0.004252639749446563,67.21,63.87,,26,-0.06808137651821862,0
2010-08-11,26.95704460144043,27.830879488221672,26.874605271256137,27.5341073337749,93700,-0.048865415774187904,28.23317527770996,0.023110341791791774,-0.010362929299259638,-0.0036607579522934808,92.57,107.1,,28,-0.04171069958847737,0
2010-08-12,26.95704460144043,27.121920117070122,26.379981869105958,26.676757168291623,40050,0.0,27.8770450592041,0.02128384804601515,-0.048865415774187904,0.030006164650722367,67.68,71.08,,25,-0.08852979591836735,0
2010-08-13,26.75919532775879,27.07245851609069,26.72621959325246,26.924070855551324,78850,-0.007339427470883342,27.53080825805664,0.02134958964764671,0.0,-0.008918031199353638,67.68,71.08,,28,-0.06923632653061224,0
2010-08-16,26.924068450927734,27.03948036665318,26.544856972190164,26.759192937860444,13350,0.006161363267822573,27.187868118286133,0.02154798075822843,-0.007339427470883342,0.022795073487140938,67.68,71.08,,17,-0.07195795918367347,0
2010-08-17,27.731956481933594,27.91331987043558,27.20435732782493,27.27030879445802,32600,0.030006164650722367,27.065861892700195,0.02872163630283803,0.006161363267822573,0.0011732663009176303,67.68,71.08,,28,-0.0926469387755102,0
2010-08-18,27.814390182495117,28.02872611616917,27.68249042067915,28.02872611616917,11900,0.00297251658444031,27.237331008911134,0.01413134385050641,0.030006164650722367,0.011130799259455815,67.68,71.08,,14,-0.06833102040816326,0
2010-08-19,27.319765090942383,27.863852028885685,27.05596555404494,27.863852028885685,28500,-0.017783064388879666,27.309875106811525,0.017874383817683075,0.00297251658444031,0.009849478641779541,67.68,71.08,,23,-0.06849918032786885,0
2010-08-20,27.088945388793945,27.088945388793945,26.69324602346314,27.05596965549829,28600,-0.008448817234704697,27.375825119018554,0.018037904029774086,-0.017783064388879666,-0.008605991346951614,67.68,71.08,,16,-0.09876877637130801,0
2010-08-23,27.03947639465332,27.633026896609625,26.95704022259867,27.319763782272865,19500,-0.0018261690675152042,27.398906707763672,0.017995263516328627,-0.008448817234704697,0.005208418411955629,67.68,71.08,,17,-0.02986311475409836,0
2010-08-24,26.46241569519043,26.95704219797913,26.31402963119699,26.56134288259134,63800,-0.02134141545643975,27.14499855041504,0.010297503636438577,-0.0018261690675152042,-0.010362929299259638,67.68,71.08,,29,-0.096701652892562,0
2010-08-25,26.396467208862305,26.462415521959244,25.769942510748407,26.462415521959244,58300,-0.002492156690748093,26.861413955688477,0.008861060033723733,-0.02134141545643975,-0.048865415774187904,67.68,71.08,,14,-0.11976131687242798,0
2010-08-26,26.314029693603516,26.72621530216636,26.231591942943222,26.67675485308722,20700,-0.003123051073710026,26.660266876220703,0.008199072558174139,-0.002492156690748093,0.0,67.68,71.08,,21,-0.07061795918367347,0
2010-08-27,26.858118057250977,26.858118057250977,26.182129763803406,26.726215141198043,40650,0.020676740506214486,26.61410140991211,0.014909235250256385,-0.003123051073710026,-0.007339427470883342,67.68,71.08,,18,-0.06935265306122448,0
2010-08-30,26.726211547851562,26.891087026011576,26.67675110572029,26.80865085930066,30450,-0.004911234253950347,26.55144844055176,0.014983490136830476,0.020676740506214486,0.006161363267822573,67.68,71.08,,9,-0.03780326530612245,0
2010-08-31,26.56134033203125,27.03947577960143,26.4459284358846,27.03947577960143,18150,-0.006168895861844104,26.571233367919923,0.01120822327154288,-0.004911234253950347,0.030006164650722367,67.68,71.08,,17,-0.08572674897119341,0
2010-09-01,27.40220832824707,27.435180916518078,27.12192088714009,27.20435707492609,31950,0.031657589026175215,26.772381591796876,0.017398725471874155,-0.006168895861844104,0.00297251658444031,51.38,56.97,,23,-0.09533235294117647,0
2010-09-02,27.913314819335938,27.913314819335938,27.56707597164446,27.666003153692564,17650,0.018652018295985284,27.09223861694336,0.01674852860217385,0.031657589026175215,-0.017783064388879666,67.68,62.53,,20,-0.07245720164609053,0
2010-09-03,28.226581573486328,28.3090177577339,28.02873032865777,28.3090177577339,19200,0.011222843154887086,27.36593132019043,0.016040114635093194,0.018652018295985284,-0.008448817234704697,88.63,98.27,,10,-0.10147520661157025,0
2010-09-07,28.358482360839844,28.820130040580416,28.04521918905948,28.820130040580416,33150,0.004672928140806443,27.692385482788087,0.014274703317092595,0.011222843154887086,-0.0018261690675152042,66.58,44.29,,7,-0.08279471544715447,0
2010-09-08,28.47389030456543,28.853101744180268,28.4079388482471,28.704714112202545,53400,0.004069609306207145,28.074895477294923,0.011475366330885634,0.004672928140806443,-0.02134141545643975,48.01,58.07,,14,-0.10368888888888889,0
2010-09-09,28.572811126708984,28.853098495021577,28.523347540040348,28.704710879753843,30100,0.003474088755890614,28.309016036987305,0.006518792035520738,0.004069609306207145,-0.002492156690748093,45.96,60.06,,19,-0.10047918367346939,0
2010-09-10,28.655248641967773,28.737687956962812,28.506864164453336,28.704712230964798,25550,0.0028851734221464476,28.457402801513673,0.0033965548963215825,0.003474088755890614,-0.003123051073710026,55.83,44.21,,21,-0.09812693877551021,0
2010-09-13,29.446645736694336,29.446645736694336,28.952019358299935,29.149870538605263,52250,0.027617875685346682,28.701415634155275,0.010683450066809916,0.0028851734221464476,0.020676740506214486,88.63,92.12,,22,-0.07697489711934155,0
2010-09-14,29.67748260498047,29.82587026958451,29.314758949692383,29.545582808081235,31200,0.007839156634348976,28.9652156829834,0.0104887015258452,0.027617875685346682,-0.004911234253950347,88.63,92.12,,19,-0.07010165289256198,0
2010-09-15,29.479625701904297,29.77640097438049,29.265289752192945,29.479625701904297,42700,-0.0066669031773930465,29.166362762451172,0.012668312914585807,0.007839156634348976,-0.006168895861844104,88.63,92.12,,27,-0.0996795918367347,0
2010-09-16,29.611520767211914,29.628008629144343,29.28177296277765,29.41367271349898,14650,0.00447410922517566,29.374104690551757,0.012605880736518818,-0.0066669031773930465,0.031657589026175215,88.63,92.12,,17,-0.09514754098360656,0
2010-09-17,29.776399612426758,30.04019914373099,29.545575808720173,30.02371127993217,51800,0.005568064082592139,29.598334884643556,0.012430592105343976,0.00447410922517566,0.018652018295985284,88.63,92.12,,11,-0.10056311475409836,0
2010-09-20,30.353458404541016,30.4029219896442,29.842347270760385,29.90829557282656,54450,0.019379736960321692,29.77969741821289,0.009291052140978532,0.005568064082592139,0.011222843154887086,88.63,92.12,,14,-0.14346315789473685,0
2010-09-21,30.139137268066406,30.650248652427038,30.089673658712943,30.650248652427038,127800,-0.007060847354466437,29.872028350830078,0.010858602914422989,0.019379736960321692,0.004672928140806443,88.63,92.12,,13,-0.07596544715447154,0
2010-09-22,30.056686401367188,30.386437381216524,29.990738092240367,30.287513345157084,51400,-0.0027356744144955147,29.987440490722655,0.010085924607525786,-0.007060847354466437,0.004069609306207145,88.63,92.12,,23,-0.07508801652892562,0
2010-09-23,29.759918212890625,30.205081197938952,29.677482020728707,29.924793741953614,35700,-0.009873616290020037,30.0171199798584,0.011788072101413239,-0.0027356744144955147,0.003474088755890614,88.63,92.12,,19,-0.07671510204081633,0
2010-09-24,30.402925491333008,30.48536166459492,29.97425047194652,30.221562136470684,84650,0.021606486746454268,30.14242515563965,0.015052966079936662,-0.009873616290020037,0.0028851734221464476,88.63,92.12,,15,-0.065482995951417,0
2010-09-27,30.78213882446289,30.88106286744547,30.468875686156323,30.468875686156323,59250,0.012472922490238236,30.228161239624022,0.013562046529795797,0.021606486746454268,0.027617875685346682,88.63,92.12,,23,-0.08672181069958848,0
2010-09-28,30.97998809814453,31.029448544142063,30.419413315424006,30.963500234565878,49150,0.006427405022434884,30.39633140563965,0.012379857120977463,0.012472922490238236,0.007839156634348976,88.63,92.12,,26,-0.10422016129032258,0
2010-09-29,30.683210372924805,31.1283700747553,30.633746786171116,31.1283700747553,39550,-0.009579659110246719,30.52163619995117,0.01382329074342816,0.006427405022434884,-0.0066669031773930465,88.63,92.12,,24,-0.09111428571428572,0
2010-09-30,30.650236129760742,31.01295968260384,30.320485158275506,31.01295968260384,55050,-0.001074667310339783,30.699699783325194,0.012025142127652953,-0.009579659110246719,0.00447410922517566,88.63,92.12,,17,-0.07822825112107623,0
2010-10-01,30.765649795532227,31.227300553211034,30.666725756293374,31.227300553211034,31700,0.0037655065782484787,30.77224464416504,0.008293580133969383,-0.001074667310339783,0.005568064082592139,76.89,42.62,,16,-0.06740290456431534,0
2010-10-04,30.353458404541016,30.831596959657592,30.254534379072716,30.798621236255467,54300,-0.013397779462830273,30.686508560180663,0.008507355566082595,0.0037655065782484787,0.019379736960321692,69.56,86.76,,17,-0.05713870967741936,0
2010-10-05,30.963510513305664,31.06243458287829,30.468883875963584,30.831610705629004,49600,0.02009827350261295,30.68321304321289,0.01313904312807983,-0.013397779462830273,-0.007060847354466437,76.66,67.1,,17,-0.1085492,0
2010-10-06,30.93052101135254,31.078908622049845,30.798621262370276,30.86456956449237,46450,-0.001065431580794085,30.73267517089844,0.012104194092125454,0.02009827350261295,-0.0027356744144955147,147.08,186.12,,18,-0.0675584,0
2010-10-07,30.78213882446289,31.326225777975015,30.617263322999506,31.062426233529052,67450,-0.004797274085204917,30.75905570983887,0.012425086019120289,-0.001065431580794085,-0.009873616290020037,64.32,38.9,,30,-0.0892308,0
2010-10-08,31.655973434448242,31.738409604096034,31.029447224067187,31.029447224067187,130400,0.02838771584289357,30.93712043762207,0.01762545365980312,-0.004797274085204917,0.021606486746454268,77.13,89.79,,21,-0.09529759036144578,0
2010-10-11,31.919776916503906,32.13411287105878,31.75490141198702,31.83733759187612,121550,0.008333450323425806,31.25038414001465,0.014000719962813532,0.02838771584289357,0.012472922490238236,79.36,51.65,,27,-0.0629676,0
2010-10-12,32.167083740234375,32.23303204523266,31.557045409124633,31.952744673328976,112100,0.007747761658152497,31.49109878540039,0.012858824995051778,0.008333450323425806,0.006427405022434884,61.22,80.38,,28,-0.09889638554216867,0
2010-10-13,32.744144439697266,32.87604418675117,32.48034494558945,32.62873255411735,167650,0.017939478260539543,31.853823471069337,0.012413368082741863,0.007747761658152497,-0.009579659110246719,61.22,80.38,,15,-0.08612,0
2010-10-14,32.85957336425781,32.90903382958896,32.54631012328872,32.84308549423421,62550,0.0035251776015441383,32.26931037902832,0.010001760865140298,0.017939478260539543,-0.001074667310339783,61.22,80.38,,18,-0.06724200000000001,0
2010-10-15,32.71116638183594,33.469589087075406,32.546290923602804,33.469589087075406,87450,-0.004516400160669787,32.48034896850586,0.008153751984734935,0.0035251776015441383,0.0037655065782484787,61.22,80.38,,28,-0.0998334677419355,0
2010-10-18,32.90902328491211,32.94199901439326,32.430887786390024,32.66171160328078,86550,0.0060486043440517445,32.6781982421875,0.008096553283292824,-0.004516400160669787,-0.013397779462830273,61.22,80.38,,17,-0.1136452,0
2010-10-19,32.15059280395508,32.57926775204303,31.936256902280057,32.46385587077664,93950,-0.02304627744162646,32.67490005493164,0.015185236726880411,0.0060486043440517445,0.02009827350261295,61.22,80.38,,24,-0.11493775100401606,0
2010-10-20,32.77711868286133,32.94199416123827,32.26600753015717,32.62873421153408,93550,0.01948722633907929,32.681494903564456,0.015651232039242013,-0.02304627744162646,-0.001065431580794085,61.22,80.38,,23,-0.091112,0
2010-10-21,32.62874221801758,33.27175328225855,32.31547904670627,33.27175328225855,63700,-0.0045268306308245965,32.635328674316405,0.015650626480299676,0.01948722633907929,-0.004797274085204917,61.22,80.38,,29,-0.14126666666666668,0
2010-10-22,32.513328552246094,33.007955130027966,32.43089236165199,32.89254320530059,45700,-0.003537177896724253,32.595761108398435,0.015606548477352647,-0.0045268306308245965,0.02838771584289357,61.22,80.38,,20,-0.09620000000000001,0
2010-10-25,33.09038162231445,33.23876923768486,32.92550614470976,33.23876923768486,54900,0.01774820037699576,32.632032775878905,0.017687438085603992,-0.003537177896724253,0.008333450323425806,61.22,80.38,,25,-0.07238679999999999,0
2010-10-26,33.156333923339844,33.222282229233635,32.69468320313032,33.05740674739178,39450,0.0019930958118934416,32.83318099975586,0.011591823350800563,0.01774820037699576,0.007747761658152497,61.22,80.38,,29,-0.061539357429718874,0
2010-10-27,32.71116638183594,33.057402013861484,32.36492760507259,33.057402013861484,54450,-0.013426319765423078,32.81999053955078,0.011528541867402332,0.0019930958118934416,0.017939478260539543,61.22,80.38,,24,-0.06413479999999999,0
2010-10-28,32.94200897216797,33.238784337730856,32.87606063800933,32.87606063800933,32800,0.0070569966120259675,32.88264389038086,0.011642651110804661,-0.013426319765423078,0.0035251776015441383,61.22,80.38,,19,-0.04377911646586345,0
2010-10-29,32.793609619140625,32.974972976829505,32.727661308450976,32.974972976829505,50750,-0.004504866511108152,32.938700103759764,0.011764427502250855,0.0070569966120259675,-0.004516400160669787,61.22,80.38,,27,-0.046938866396761134,0
2010-11-01,32.66170883178711,33.17282316115863,32.562784796476464,33.12335957113412,42500,-0.004022149098113603,32.8529655456543,0.00770085164871708,-0.004504866511108152,0.0060486043440517445,71.19,71.03,,25,-0.06574056224899598,0
2010-11-02,33.07389450073242,33.25525784463283,32.89253430157025,33.25525784463283,44950,0.012619843960649302,32.83647766113281,0.010304886524731287,-0.004022149098113603,-0.02304627744162646,96.86,69.8,,18,-0.07032248995983936,0
2010-11-03,33.040924072265625,33.189308555885255,32.64522163348512,33.189308555885255,57200,-0.000996871670678745,32.90242919921875,0.007515158505287677,0.012619843960649302,0.01948722633907929,93.18,90.84,,19,-0.11333119999999999,0
2010-11-04,33.86529541015625,34.14557963381306,33.2387692244554,33.2387692244554,89150,0.024950008543574542,33.0870864868164,0.012863838983959548,-0.000996871670678745,-0.0045268306308245965,46.90,58.5,,20,-0.12960887096774193,0
2010-11-05,34.62372589111328,34.62372589111328,33.98071484516619,33.98071484516619,90100,0.02239550760657405,33.45310974121094,0.013197287069219828,0.024950008543574542,-0.003537177896724253,91.07,50.48,,19,-0.10250682730923695,0
2010-11-08,34.80508041381836,34.88751657754204,34.458841607755154,34.65669280332528,120750,0.005237868485772124,33.88178405761719,0.011036982313281473,0.02239550760657405,0.01774820037699576,69.17,70.3,,33,-0.083204,0
2010-11-09,33.9971923828125,35.11833861996237,33.799341196999045,35.11833861996237,137550,-0.02321178464179352,34.066443634033206,0.01955922168347775,0.005237868485772124,0.0019930958118934416,21.70,22.56,,23,-0.10267469879518072,0
2010-11-10,34.195030212402344,34.228005924313536,33.32119271517753,34.21151806835794,72650,0.0058192402290802026,34.297264862060544,0.019212420523794547,-0.02321178464179352,-0.013426319765423078,70.22,75.56,,16,-0.05827983870967742,0
2010-11-11,34.195030212402344,34.34341777126575,33.79933110367893,33.96420651849793,113250,0.0,34.36321182250977,0.01643676978327093,0.0058192402290802026,0.0070569966120259675,87.63,69.96,,27,-0.1076652,0
2010-11-12,33.535545349121094,34.04665651285387,33.27174583592106,34.04665651285387,101500,-0.019285985688120788,34.14557571411133,0.013913410552222855,0.0,-0.004504866511108152,52.62,59.88,,21,-0.0990884,0
