Date,Close_UNG,High_UNG,Low_UNG,Open_UNG,Volume_UNG,Return,MA_5,Vol_5,Return_lag1,Return_lag10,GPRD,GPRD_THREAT,EVENT,geo_keyword_hits,sentiment,event_dummy
2007-05-22,6673.919921875,6723.83984375,6656.0,6717.43994140625,832,-0.011938621615504408,6754.30400390625,0.01531957900589955,0.0017084311326218682,-0.016263313219207043,183.72,249.13,,27,-0.016921768707482993,0
2007-05-23,6613.759765625,6705.919921875,6611.2001953125,6656.0,770,-0.009014216076044579,6730.49599609375,0.014931421645654138,-0.011938621615504408,0.012989565628294786,183.72,249.13,,20,0.004873368947837033,0
2007-05-24,6561.27978515625,6643.2001953125,6526.72021484375,6643.2001953125,401,-0.007934969265366187,6669.3119140625,0.007191601451433965,-0.009014216076044579,-0.0033029333516743087,183.72,249.13,,25,-0.006461174242424244,0
2007-05-25,6487.0400390625,6565.1201171875,6407.68017578125,6565.1201171875,784,-0.011314827064943134,6618.1119140625,0.005507581865371076,-0.007934969265366187,0.023391828085497002,183.72,249.13,,35,-0.002084984224814734,0
2007-05-29,6465.27978515625,6485.759765625,6368.0,6472.9599609375,895,-0.003354419546544807,6560.255859375,0.003412644637146523,-0.011314827064943134,0.005523826962425593,183.72,249.13,,27,-0.02162236106563838,0
2007-05-30,6635.52001953125,6656.0,6530.56005859375,6554.8798828125,798,0.026331456647221696,6552.57587890625,0.015582461762344279,-0.003354419546544807,-0.011744700432457567,183.72,249.13,,30,0.01140056818181818,0
2007-05-31,6622.72021484375,6647.0400390625,6519.0400390625,6608.64013671875,969,-0.0019289829056087227,6554.36796875,0.014988837656662462,0.026331456647221696,0.008242290976957278,183.72,249.13,,32,0.023367210520571866,0
2007-06-01,6574.080078125,6615.0400390625,6504.9599609375,6589.43994140625,1085,-0.007344434785230836,6556.92802734375,0.01490925453166222,-0.0019289829056087227,0.019962035783601895,102.14,96.41,,25,0.018899135097267875,0
2007-06-04,6819.83984375,6910.72021484375,6643.2001953125,6643.2001953125,1066,0.037383141474463644,6623.48798828125,0.020234792289477624,-0.007344434785230836,-0.01808017135349438,106.97,68.86,,40,0.0283234932915784,0
2007-06-05,6713.60009765625,6808.31982421875,6694.39990234375,6795.52001953125,1923,-0.015578041204459159,6673.15205078125,0.022853409060197366,0.037383141474463644,0.0017084311326218682,43.19,50.28,,32,0.018645924263208213,0
2007-06-06,6771.2001953125,6807.0400390625,6682.8798828125,6799.35986328125,1134,0.008579614039918582,6700.2880859375,0.020507978567611274,-0.015578041204459159,-0.011938621615504408,127.91,125.45,,28,0.0003861840158911278,0
2007-06-07,6515.2001953125,6776.31982421875,6503.68017578125,6730.240234375,2791,-0.03780718227430657,6678.78408203125,0.028077997978022736,0.008579614039918582,-0.009014216076044579,121.86,80.0,,32,0.011636249872764397,0
2007-06-08,6410.240234375,6488.31982421875,6391.0400390625,6466.56005859375,973,-0.0161100131678249,6646.01611328125,0.028687734458667798,-0.03780718227430657,-0.007934969265366187,104.24,89.89,,21,0.005805461251519345,0
2007-06-11,6368.0,6432.0,6347.52001953125,6400.0,1605,-0.006589493190674256,6555.64814453125,0.01686145003683879,-0.0161100131678249,-0.011314827064943134,172.83,175.65,,20,0.015849747474747475,0
2007-06-12,6433.27978515625,6434.56005859375,6360.31982421875,6384.64013671875,876,0.010251222543381067,6499.58408203125,0.01977156410224987,-0.006589493190674256,-0.003354419546544807,109.26,128.53,,36,0.038372186914740106,0
2007-06-13,6361.60009765625,6469.1201171875,6324.47998046875,6462.72021484375,898,-0.01114201307789986,6417.6640625,0.01737554967290014,0.010251222543381067,0.026331456647221696,109.26,128.53,,23,0.0061767034754322886,0
2007-06-14,6503.68017578125,6528.0,6352.64013671875,6398.72021484375,921,0.022334015962013343,6415.36005859375,0.016052091643111457,-0.01114201307789986,-0.0019289829056087227,109.26,128.53,,28,0.01255845658970659,0
2007-06-15,6607.35986328125,6681.60009765625,6503.68017578125,6503.68017578125,780,0.015941695270638823,6454.783984375,0.014456207019753647,0.022334015962013343,-0.007344434785230836,109.26,128.53,,22,0.02380888633900682,0
2007-06-18,6401.27978515625,6607.35986328125,6401.27978515625,6592.0,1087,-0.03118947391835558,6461.43994140625,0.022064023359866628,0.015941695270638823,0.037383141474463644,109.26,128.53,,32,-0.0037067099567099577,0
2007-06-19,6304.0,6396.16015625,6272.0,6389.759765625,1430,-0.015196927555303774,6435.583984375,0.022398029745544747,-0.03118947391835558,-0.015578041204459159,109.26,128.53,,23,0.01769744200467092,0
2007-06-20,6173.43994140625,6307.83984375,6119.68017578125,6286.080078125,1552,-0.020710669193170994,6397.951953125,0.02355564409021993,-0.015196927555303774,0.008579614039918582,109.26,128.53,,32,0.007837650700553927,0
2007-06-21,6146.56005859375,6251.52001953125,6118.39990234375,6170.8798828125,2016,-0.004354117488405862,6326.5279296875,0.01795478303960822,-0.020710669193170994,-0.03780718227430657,109.26,128.53,,30,-0.013718039546352801,0
2007-06-22,5932.7998046875,6074.8798828125,5893.1201171875,6074.8798828125,2127,-0.03477721715374493,6191.61591796875,0.012290037245851145,-0.004354117488405862,-0.0161100131678249,109.26,128.53,,32,0.0018052999631946996,0
2007-06-25,5815.0400390625,5889.27978515625,5802.240234375,5818.8798828125,1052,-0.019848936337268253,6074.36796875,0.010971900279160382,-0.03477721715374493,-0.006589493190674256,109.26,128.53,,36,0.011953686868686869,0
2007-06-26,5748.47998046875,5861.1201171875,5729.27978515625,5861.1201171875,891,-0.011446190937058565,5963.26396484375,0.01141430262652528,-0.019848936337268253,0.010251222543381067,109.26,128.53,,30,0.014943385467579015,0
2007-06-27,5817.60009765625,5832.9599609375,5706.240234375,5708.7998046875,1039,0.012024068522869635,5892.09599609375,0.017434298421304607,-0.011446190937058565,-0.01114201307789986,109.26,128.53,,32,0.019878019451190183,0
2007-06-28,5493.759765625,5818.8798828125,5382.39990234375,5818.8798828125,7242,-0.055665622695811656,5761.5359375,0.025348876988713326,0.012024068522869635,0.022334015962013343,109.26,128.53,,21,0.007712626262626263,0
2007-06-29,5664.0,5664.0,5466.8798828125,5542.39990234375,2127,0.03098792842020681,5707.7759765625,0.032947642039654286,-0.055665622695811656,0.015941695270638823,109.26,128.53,,15,0.014841979751618306,0
2007-07-02,5561.60009765625,5585.919921875,5391.35986328125,5452.7998046875,2354,-0.018079078803628135,5657.08798828125,0.032808337408642724,0.03098792842020681,-0.03118947391835558,126.07,141.53,,32,0.024784040404040406,0
2007-07-03,5518.080078125,5603.83984375,5501.43994140625,5587.2001953125,1692,-0.007825089680502217,5611.0080078125,0.032765209832016154,-0.018079078803628135,-0.015196927555303774,135.92,99.88,,24,0.009227609821872118,0
2007-07-05,5434.8798828125,5532.16015625,5393.919921875,5492.47998046875,1488,-0.015077743369895202,5534.46396484375,0.030871102776272825,-0.007825089680502217,-0.020710669193170994,75.00,48.51,,36,0.006733134187402481,0
2007-07-06,5320.9599609375,5436.16015625,5232.64013671875,5425.919921875,3863,-0.020960890457812242,5499.90400390625,0.02135060454094348,-0.015077743369895202,-0.004354117488405862,123.13,109.88,,38,0.015284742468415938,0
2007-07-09,5278.72021484375,5442.56005859375,5260.7998046875,5419.52001953125,2475,-0.007938369467885953,5422.848046875,0.005939791005492787,-0.020960890457812242,-0.03477721715374493,109.41,80.87,,32,0.020324209840338874,0
2007-07-10,5493.759765625,5548.7998046875,5320.9599609375,5350.39990234375,3302,0.04073706164167579,5409.27998046875,0.02462705940495506,-0.007938369467885953,-0.019848936337268253,55.47,72.49,,45,0.01750133063657654,0
2007-07-11,5420.7998046875,5625.60009765625,5418.240234375,5568.0,5515,-0.013280515357445677,5389.82392578125,0.025054990336785543,0.04073706164167579,-0.011446190937058565,93.31,96.99,,29,0.017571437299259883,0
2007-07-12,5374.72021484375,5382.39990234375,5187.83984375,5349.1201171875,6243,-0.008500514961630512,5377.7919921875,0.024447607825471993,-0.013280515357445677,0.012024068522869635,104.27,111.16,,24,0.005948656606551343,0
2007-07-13,5489.919921875,5539.83984375,5383.68017578125,5396.47998046875,3438,0.021433619319028763,5411.583984375,0.023558117767174196,-0.008500514961630512,-0.055665622695811656,104.27,111.16,,32,0.012333678146931159,0
2007-07-16,5282.56005859375,5324.7998046875,5203.2001953125,5324.7998046875,6013,-0.037771017834888454,5412.351953125,0.030792926995542105,0.021433619319028763,0.03098792842020681,104.27,111.16,,20,-0.004601239933901224,0
2007-07-17,5230.080078125,5401.60009765625,5137.919921875,5340.16015625,3675,-0.009934573367201938,5359.616015625,0.021044941268802245,-0.037771017834888454,-0.018079078803628135,104.27,111.16,,40,-0.01668328282828283,0
2007-07-18,5355.52001953125,5382.39990234375,5201.919921875,5210.8798828125,2880,0.023984325198175727,5346.56005859375,0.02553906466996833,-0.009934573367201938,-0.007825089680502217,104.27,111.16,,30,0.008508030303030305,0
2007-07-19,5524.47998046875,5527.0400390625,5381.1201171875,5381.1201171875,3553,0.03154874976123945,5376.51201171875,0.029086399783425313,0.023984325198175727,-0.015077743369895202,104.27,111.16,,29,-0.014614211494334445,0
2007-07-20,5260.7998046875,5451.52001953125,5254.39990234375,5406.72021484375,4261,-0.047729411042028436,5330.68798828125,0.0355513041996812,0.03154874976123945,-0.020960890457812242,104.27,111.16,,30,0.005543545208179354,0
2007-07-23,4972.7998046875,5067.52001953125,4943.35986328125,5004.7998046875,10876,-0.05474452757989101,5268.7359375,0.039677966573395014,-0.047729411042028436,-0.007938369467885953,104.27,111.16,,22,0.003970808080808082,0
2007-07-24,4824.31982421875,4883.2001953125,4779.52001953125,4848.64013671875,5402,-0.029858427103538032,5187.58388671875,0.040489291490891074,-0.05474452757989101,0.04073706164167579,104.27,111.16,,24,-0.009673737373737374,0
2007-07-25,4965.1201171875,4977.919921875,4815.35986328125,4862.72021484375,3384,0.02918552212519443,5109.50390625,0.04179846454238134,-0.029858427103538032,-0.013280515357445677,104.27,111.16,,26,-0.0018504761904761912,0
2007-07-26,4960.0,4999.68017578125,4875.52001953125,4974.080078125,7166,-0.0010312171844092388,4996.60791015625,0.034816770701388666,0.02918552212519443,-0.008500514961630512,104.27,111.16,,28,0.02076871572871573,0
2007-07-27,5076.47998046875,5099.52001953125,4922.8798828125,4989.43994140625,3536,0.023483867029989947,4959.7439453125,0.03562128475528405,-0.0010312171844092388,0.021433619319028763,104.27,111.16,,25,0.019910184844395374,0
2007-07-30,5303.0400390625,5314.56005859375,5184.0,5224.9599609375,4887,0.04462936118440686,5025.7919921875,0.029178852773857115,0.023483867029989947,-0.037771017834888454,104.27,111.16,,24,0.030872777777777777,0
2007-07-31,5038.080078125,5317.1201171875,5013.759765625,5295.35986328125,6920,-0.049963786617824746,5068.54404296875,0.03695843133009192,0.04462936118440686,-0.009934573367201938,104.27,111.16,,25,0.004936209484402256,0
2007-08-01,5191.68017578125,5273.60009765625,5131.52001953125,5162.240234375,6665,0.03048782378890147,5113.8560546875,0.03713810545383988,-0.049963786617824746,0.023984325198175727,106.46,88.53,,33,0.0013604112554112557,0
2007-08-02,5002.240234375,5213.43994140625,4939.52001953125,5213.43994140625,4382,-0.03648913935222187,5122.3041015625,0.042635376040405196,0.03048782378890147,0.03154874976123945,76.15,67.84,,26,0.01812876456876457,0
2007-08-03,4992.0,5086.72021484375,4903.68017578125,5067.52001953125,3034,-0.0020471296649509085,5105.40810546875,0.04098016299810299,-0.03648913935222187,-0.047729411042028436,63.33,50.37,,35,0.016532225084856664,0
2007-08-06,5080.31982421875,5080.31982421875,4875.52001953125,4899.83984375,2873,0.017692272479717497,5060.8640625,0.034457989218543,-0.0020471296649509085,-0.05474452757989101,119.37,134.0,,43,0.01821957382198346,0
2007-08-07,5059.83984375,5168.64013671875,5020.16015625,5139.2001953125,2398,-0.004031238421470684,5065.216015625,0.0254367971055051,0.017692272479717497,-0.029858427103538032,82.92,79.84,,30,-0.014648326583810455,0
2007-08-08,5080.31982421875,5103.35986328125,5024.0,5079.0400390625,2237,0.004047555081026388,5042.9439453125,0.019965843781023805,-0.004031238421470684,0.02918552212519443,92.29,98.67,,32,0.019057427400800898,0
2007-08-09,5342.72021484375,5395.2001953125,5125.1201171875,5125.1201171875,6160,0.051650368422494264,5111.03994140625,0.0229751221646569,0.004047555081026388,-0.0010312171844092388,80.93,69.62,,27,-0.004368216009782274,0
2007-08-10,5568.0,5651.2001953125,5319.68017578125,5340.16015625,10450,0.042165746304729135,5226.23994140625,0.023999004645784108,0.051650368422494264,0.023483867029989947,126.30,84.02,,30,0.008644040404040406,0
2007-08-13,5546.240234375,5790.72021484375,5478.39990234375,5758.72021484375,5802,-0.003908003883800304,5319.4240234375,0.026815742889984198,0.042165746304729135,0.04462936118440686,68.91,97.62,,33,0.04022277777777778,0
2007-08-14,5671.68017578125,5736.9599609375,5465.60009765625,5565.43994140625,3868,0.02261711287383239,5441.79208984375,0.023827804973921497,-0.003908003883800304,-0.049963786617824746,68.91,97.62,,27,0.004010439582728739,0
2007-08-15,5580.7998046875,5835.52001953125,5491.2001953125,5771.52001953125,8785,-0.016023535932406796,5541.8880859375,0.02901187499727435,0.02261711287383239,0.03048782378890147,68.91,97.62,,42,0.008209099022352034,0
2007-08-16,5594.8798828125,5672.9599609375,5322.240234375,5570.56005859375,6039,0.0025229498670018558,5592.32001953125,0.023016359145962246,-0.016023535932406796,-0.03648913935222187,68.91,97.62,,33,-0.01024506195558827,0
2007-08-17,5652.47998046875,5779.2001953125,5585.919921875,5687.0400390625,3951,0.010295144643444054,5609.216015625,0.014558867834838582,0.0025229498670018558,-0.0020471296649509085,68.91,97.62,,38,0.017759187497090722,0
2007-08-20,4953.60009765625,5304.31982421875,4928.0,5232.64013671875,22873,-0.12364128404299857,5490.68798828125,0.059150332774651,0.010295144643444054,0.017692272479717497,68.91,97.62,,26,0.007898841638801479,0
2007-08-21,4843.52001953125,4860.16015625,4750.080078125,4832.0,19497,-0.0222222375554868,5325.05595703125,0.054096656083379296,-0.12364128404299857,-0.004031238421470684,68.91,97.62,,26,0.005489093120141507,0
2007-08-22,4646.39990234375,4829.43994140625,4588.7998046875,4765.43994140625,21765,-0.04069769844919047,5138.1759765625,0.05364773566006046,-0.0222222375554868,0.004047555081026388,68.91,97.62,,32,0.009085137085137085,0
2007-08-23,4725.759765625,4738.56005859375,4576.0,4683.52001953125,18673,0.01707986074147838,4964.351953125,0.05649548450823673,-0.04069769844919047,0.051650368422494264,68.91,97.62,,32,0.02266595977122293,0
2007-08-24,4542.72021484375,4707.83984375,4518.39990234375,4672.0,15852,-0.03873230122967164,4742.4,0.0513775844497877,0.01707986074147838,0.042165746304729135,68.91,97.62,,25,0.00038481487276667895,0
2007-08-27,4477.43994140625,4486.39990234375,4332.7998046875,4390.39990234375,21259,-0.014370304652307375,4647.16796875,0.02340201982676335,-0.03873230122967164,-0.003908003883800304,68.91,97.62,,19,0.03869131649252131,0
2007-08-28,4654.080078125,4679.68017578125,4441.60009765625,4512.0,21183,0.0394511459741147,4609.27998046875,0.0351187767656951,-0.014370304652307375,0.02261711287383239,68.91,97.62,,39,0.004991553515649902,0
2007-08-29,4453.1201171875,4619.52001953125,4416.0,4581.1201171875,18634,-0.04317930881379706,4570.6240234375,0.03571847263165379,0.0394511459741147,-0.016023535932406796,68.91,97.62,,42,0.01972367101885174,0
2007-08-30,4524.7998046875,4599.0400390625,4428.7998046875,4449.27978515625,16443,0.016096508877750937,4530.43203125,0.03554850227400437,-0.04317930881379706,0.0025229498670018558,68.91,97.62,,22,0.032598698353800394,0
2007-08-31,4345.60009765625,4588.7998046875,4320.0,4564.47998046875,20012,-0.03960389735820058,4491.0080078125,0.035737613651021835,0.016096508877750937,0.010295144643444054,68.91,97.62,,37,0.014842337662337661,0
2007-09-04,4514.56005859375,4520.9599609375,4253.43994140625,4293.1201171875,23533,0.03888069705922237,4498.43203125,0.041027425681709084,-0.03960389735820058,-0.12364128404299857,65.60,68.18,,37,0.03099260679079956,0
2007-09-05,4643.83984375,4663.0400390625,4441.60009765625,4570.8798828125,11622,0.02863618679967672,4496.383984375,0.038805994865285395,0.03888069705922237,-0.0222222375554868,108.61,124.18,,35,0.025483520923520925,0
2007-09-06,4464.64013671875,4787.2001953125,4451.83984375,4716.7998046875,20415,-0.03858869234528606,4498.68798828125,0.037558342076234104,0.02863618679967672,-0.04069769844919047,71.90,66.43,,37,0.030177854274239815,0
2007-09-07,4395.52001953125,4448.0,4328.9599609375,4389.1201171875,14961,-0.01548167714997506,4472.83203125,0.03705447426244986,-0.03858869234528606,0.01707986074147838,152.30,154.79,,39,0.01614391321044547,0
2007-09-10,4736.0,4753.919921875,4391.68017578125,4435.2001953125,22535,0.0774606824575581,4550.91201171875,0.045847145337919656,-0.01548167714997506,-0.03873230122967164,72.08,62.54,,25,0.011168404474856088,0
2007-09-11,4733.43994140625,4773.1201171875,4623.35986328125,4724.47998046875,14177,-0.0005405529125316333,4594.68798828125,0.044774685030624053,0.0774606824575581,-0.014370304652307375,121.16,146.54,,25,0.03895073704524924,0
2007-09-12,5113.60009765625,5155.83984375,4865.27978515625,4876.7998046875,34506,0.08031371707592827,4688.6400390625,0.054888458660625195,-0.0005405529125316333,0.0394511459741147,100.65,101.88,,30,0.03197294227414709,0
2007-09-13,4851.2001953125,5029.1201171875,4808.9599609375,4992.0,20828,-0.05131412260102575,4765.95205078125,0.05849734206815065,0.08031371707592827,-0.04317930881379706,100.65,101.88,,25,0.03307044733044733,0
2007-09-14,5024.0,5132.7998046875,4966.39990234375,5043.2001953125,18525,0.03562001107570634,4891.648046875,0.05555620514387247,-0.05131412260102575,0.016096508877750937,100.65,101.88,,25,0.020966028616631025,0
2007-09-17,5178.8798828125,5218.56005859375,5035.52001953125,5061.1201171875,9120,0.03082800215216963,4980.2240234375,0.048737576935698274,0.03562001107570634,-0.03960389735820058,100.65,101.88,,27,0.015692060059529937,0
2007-09-18,5112.31982421875,5191.68017578125,4906.240234375,4990.72021484375,20126,-0.012852211308211126,5056.0,0.05025774236122415,0.03082800215216963,0.03888069705922237,100.65,101.88,,31,0.0045906501652469385,0
2007-09-19,4934.39990234375,5072.64013671875,4896.0,4998.39990234375,16166,-0.0348021892198791,5020.1599609375,0.03878512949959226,-0.012852211308211126,0.02863618679967672,100.65,101.88,,26,0.01116515122539219,0
2007-09-20,5004.7998046875,5008.64013671875,4842.240234375,4862.72021484375,13482,0.014267165964864548,5050.8798828125,0.029918521116614305,-0.0348021892198791,-0.03858869234528606,100.65,101.88,,47,0.02132509303561935,0
2007-09-21,4934.39990234375,5122.56005859375,4920.31982421875,4972.7998046875,10561,-0.014066477200109673,5032.95986328125,0.02584991483630355,0.014267165964864548,-0.01548167714997506,100.65,101.88,,32,-0.0070241341991342,0
2007-09-24,5113.60009765625,5113.60009765625,4968.9599609375,4983.0400390625,11205,0.036316512414687585,5019.90390625,0.02771223171993382,-0.014066477200109673,0.0774606824575581,100.65,101.88,,52,0.006766865441564238,0
2007-09-25,5049.60009765625,5128.9599609375,5004.7998046875,5128.9599609375,8735,-0.012515644316678842,5007.3599609375,0.02768036251005178,0.036316512414687585,-0.0005405529125316333,100.65,101.88,,41,0.0012874263175468002,0
2007-09-26,5027.83984375,5084.16015625,4942.080078125,5053.43994140625,8780,-0.004309302417106253,5026.04794921875,0.021318778942575136,-0.012515644316678842,0.08031371707592827,100.65,101.88,,37,0.03210313131313131,0
2007-09-27,4921.60009765625,4988.16015625,4812.7998046875,4966.39990234375,18827,-0.021130296388779057,5009.4080078125,0.022853473527902096,-0.004309302417106253,-0.05131412260102575,100.65,101.88,,45,0.024318140603422862,0
2007-09-28,4896.0,4954.8798828125,4864.0,4928.0,9308,-0.00520158020730721,5001.72802734375,0.02212627626486928,-0.021130296388779057,0.03562001107570634,100.65,101.88,,34,0.01830212121212121,0
2007-10-01,5031.68017578125,5052.16015625,4889.60009765625,4902.39990234375,11641,0.02771245420368662,4985.34404296875,0.018500214272844574,-0.00520158020730721,0.03082800215216963,153.24,113.87,,33,0.016323865836060956,0
2007-10-02,5278.72021484375,5290.240234375,5111.0400390625,5120.0,17696,0.04909692795093901,5031.16806640625,0.02847939520689551,0.02771245420368662,-0.012852211308211126,73.74,70.75,,20,0.0017140878834427226,0
2007-10-03,5146.8798828125,5246.72021484375,5130.240234375,5207.0400390625,8345,-0.024975813580821238,5054.97607421875,0.03219378169623939,0.04909692795093901,-0.0348021892198791,55.87,57.52,,41,0.015714444444444444,0
2007-10-04,5253.1201171875,5290.240234375,5109.759765625,5112.31982421875,10996,0.020641677442245987,5121.280078125,0.028940740221392668,-0.024975813580821238,0.014267165964864548,81.49,94.27,,16,0.01354022953108319,0
2007-10-05,5007.35986328125,5208.31982421875,5007.35986328125,5172.47998046875,12213,-0.04678367302170683,5143.55205078125,0.03963918276365579,0.020641677442245987,-0.014066477200109673,109.90,104.44,,22,0.004592994724573672,0
2007-10-08,4906.240234375,5117.43994140625,4867.83984375,4971.52001953125,14288,-0.020194200470342816,5118.4640625,0.03859467019260789,-0.04678367302170683,0.036316512414687585,102.69,71.62,,17,0.02019851576994434,0
2007-10-09,4878.080078125,4953.60009765625,4848.64013671875,4858.8798828125,10123,-0.005739661106013316,5038.33603515625,0.024959665575896905,-0.020194200470342816,-0.012515644316678842,122.55,101.91,,33,0.01332921464500412,0
2007-10-10,5002.240234375,5039.35986328125,4947.2001953125,4997.1201171875,9286,0.025452668726529737,5009.40810546875,0.029839654254675007,-0.005739661106013316,-0.004309302417106253,82.37,48.93,,30,0.011871457431457432,0
2007-10-11,4899.83984375,5027.83984375,4879.35986328125,4998.39990234375,10399,-0.020470906199448913,4938.75205078125,0.02635683443610473,0.025452668726529737,-0.021130296388779057,61.34,55.26,,24,0.052437965662455455,0
2007-10-12,4980.47998046875,4985.60009765625,4844.7998046875,4866.56005859375,5863,0.0164577086782971,4933.37607421875,0.021062182069741264,-0.020470906199448913,-0.00520158020730721,78.79,101.25,,40,0.007453381081429862,0
2007-10-15,5313.27978515625,5315.83984375,5145.60009765625,5185.27978515625,19355,0.06682082971773684,5014.783984375,0.03344319181643216,0.0164577086782971,0.02771245420368662,78.79,101.25,,33,0.013945225581404444,0
2007-10-16,5250.56005859375,5342.72021484375,5204.47998046875,5282.56005859375,7828,-0.011804333499944919,5089.27998046875,0.03454350555274803,0.06682082971773684,0.04909692795093901,78.79,101.25,,43,0.014391153110665305,0
2007-10-17,5336.31982421875,5376.0,5260.7998046875,5310.72021484375,17795,0.01633345103531081,5156.0958984375,0.03411089928065973,-0.011804333499944919,-0.024975813580821238,78.79,101.25,,40,0.0006685026806978029,0
2007-10-18,5292.7998046875,5445.1201171875,5230.080078125,5372.16015625,13055,-0.00815543688624798,5234.687890625,0.03138319344111389,0.01633345103531081,0.020641677442245987,78.79,101.25,,23,0.025661954825220133,0
2007-10-19,5070.080078125,5227.52001953125,5067.52001953125,5209.60009765625,17698,-0.04207975642026951,5252.60791015625,0.04067922590406993,-0.00815543688624798,-0.04678367302170683,78.79,101.25,,37,0.009109413977835028,0
2007-10-22,4956.16015625,5015.0400390625,4917.759765625,4994.56005859375,10812,-0.022469057711043017,5181.183984375,0.021322697722466845,-0.04207975642026951,-0.020194200470342816,78.79,101.25,,26,-0.0005931557151069337,0
2007-10-23,4919.0400390625,4929.27978515625,4848.64013671875,4926.72021484375,10583,-0.007489692830182082,5114.87998046875,0.021501861655337025,-0.022469057711043017,-0.005739661106013316,78.79,101.25,,40,-0.0007182020488472102,0
2007-10-24,5056.0,5070.080078125,4976.64013671875,4980.47998046875,11232,0.02784282295933549,5058.816015625,0.025618674453403233,-0.007489692830182082,0.025452668726529737,78.79,101.25,,46,0.005130676685554734,0
2007-10-25,5143.0400390625,5149.43994140625,4976.64013671875,5085.43994140625,13099,0.017215197599386833,5028.8640625,0.028537941599415806,0.02784282295933549,-0.020470906199448913,78.79,101.25,,33,0.004023746501156142,0
2007-10-26,5126.39990234375,5137.919921875,5049.60009765625,5111.0400390625,6366,-0.003235467076352583,5040.12802734375,0.020092648873408843,0.017215197599386833,0.0164577086782971,78.79,101.25,,46,-0.00015135384037822994,0
2007-10-29,5248.0,5268.47998046875,5190.39990234375,5209.60009765625,14289,0.023720369064585745,5098.49599609375,0.016021625830997425,-0.003235467076352583,0.06682082971773684,78.79,101.25,,34,0.01814190195769143,0
2007-10-30,5251.83984375,5373.43994140625,5250.56005859375,5342.72021484375,14096,0.0007316775438261924,5165.05595703125,0.013845403597247345,0.023720369064585745,-0.011804333499944919,78.79,101.25,,18,0.023393893444706455,0
2007-10-31,5500.16015625,5500.16015625,5264.64013671875,5295.35986328125,17573,0.04728253714658037,5253.88798828125,0.020225430284444373,0.0007316775438261924,0.01633345103531081,78.79,101.25,,51,0.012076229793926422,0
