Date,Close_HG=F,High_HG=F,Low_HG=F,Open_HG=F,Volume_HG=F,Return,MA_5,Vol_5,Return_lag1,Return_lag10,GPRD,GPRD_THREAT,EVENT,geo_keyword_hits,sentiment,event_dummy
2000-09-15,0.9200000166893005,0.9254999756813049,0.9125000238418579,0.9254999756813049,505,-0.005942689504616849,0.9228999972343445,0.008870085086233033,-0.0021563707114539143,0.0,30.50,15.22,,,,0
2000-09-18,0.9185000061988831,0.921999990940094,0.9139999747276306,0.9200000166893005,693,-0.0016304461556592154,0.9240000009536743,0.00900538111431311,-0.005942689504616849,0.004519783219588458,30.50,15.22,,,,0
2000-09-19,0.921500027179718,0.921999990940094,0.9139999747276306,0.9139999747276306,1050,0.0032662177034163964,0.9226000070571899,0.003281797188655617,-0.0016304461556592154,0.01912263169592654,30.50,15.22,,,,0
2000-09-20,0.9014999866485596,0.9129999876022339,0.8999999761581421,0.9120000004768372,508,-0.021703787239561234,0.9174000024795532,0.009561244341693432,0.0032662177034163964,-0.004966922054362888,30.50,15.22,,,,0
2000-09-21,0.9254999756813049,0.9259999990463257,0.9039999842643738,0.9039999842643738,545,0.026622284401765173,0.9174000024795532,0.0175240384385608,-0.021703787239561234,0.004991715516249551,30.50,15.22,,,,0
2000-09-22,0.9194999933242798,0.9265000224113464,0.9070000052452087,0.9070000052452087,561,-0.006482963278965248,0.917299997806549,0.017572384129968952,0.026622284401765173,0.006622496950360546,30.50,15.22,,,,0
2000-09-25,0.9269999861717224,0.9275000095367432,0.9070000052452087,0.9200000166893005,980,0.008156599132021602,0.918999993801117,0.017885679270670304,-0.006482963278965248,0.0010964771106072302,30.50,15.22,,,,0
2000-09-26,0.9164999723434448,0.9254999756813049,0.9114999771118164,0.9240000247955322,0,-0.01132687592762538,0.9179999828338623,0.018789451094803823,0.008156599132021602,0.016977009058469772,30.50,15.22,,,,0
2000-09-27,0.9125000238418579,0.9169999957084656,0.9049999713897705,0.9120000004768372,841,-0.004364373837741908,0.920199990272522,0.015271503549840942,-0.01132687592762538,-0.001076992061380233,30.50,15.22,,,,0
2000-09-28,0.9110000133514404,0.9144999980926514,0.906499981880188,0.9139999747276306,455,-0.0016438470698357799,0.917299997806549,0.007237934109990217,-0.004364373837741908,-0.0021563707114539143,30.50,15.22,,,,0
2000-09-29,0.9154999852180481,0.9190000295639038,0.8955000042915344,0.9179999828338623,673,0.00493959582948067,0.9164999961853028,0.007703638247681066,-0.0016438470698357799,-0.005942689504616849,30.50,15.22,,,,0
2000-10-02,0.8949999809265137,0.9150000214576721,0.8949999809265137,0.9139999747276306,415,-0.022392140494302493,0.9100999951362609,0.010414169111272709,0.00493959582948067,-0.0016304461556592154,61.44,66.64,,,,0
2000-10-03,0.8985000252723694,0.8989999890327454,0.8870000243186951,0.8899999856948853,296,0.00391066415692265,0.9065000057220459,0.011027347325364919,-0.022392140494302493,0.0032662177034163964,39.40,28.08,,,,0
2000-10-04,0.8964999914169312,0.8964999914169312,0.890999972820282,0.8964999914169312,248,-0.0022259697264136458,0.9032999992370605,0.011046770917706023,0.00391066415692265,-0.021703787239561234,36.20,24.08,,,,0
2000-10-05,0.909500002861023,0.9100000262260437,0.909500002861023,0.9100000262260437,216,0.014500849490857393,0.902999997138977,0.013747812335296018,-0.0022259697264136458,0.026622284401765173,93.16,95.69,,,,0
2000-10-06,0.9045000076293945,0.9049999713897705,0.9039999842643738,0.9049999713897705,454,-0.005497520853105953,0.9008000016212463,0.013553194179141394,0.014500849490857393,-0.006482963278965248,91.93,69.05,,,,0
2000-10-09,0.8924999833106995,0.8934999704360962,0.8880000114440918,0.8880000114440918,203,-0.013267025116059372,0.9003000020980835,0.010433471521689502,-0.005497520853105953,0.008156599132021602,38.56,34.98,,,,0
2000-10-10,0.9024999737739563,0.9024999737739563,0.8980000019073486,0.8999999761581421,214,0.011204471316808462,0.9010999917984008,0.01164646478743749,-0.013267025116059372,-0.01132687592762538,103.62,138.98,,,,0
2000-10-11,0.8985000252723694,0.8995000123977661,0.8934999704360962,0.8995000123977661,274,-0.004432076030828513,0.9014999985694885,0.011836765694306967,0.011204471316808462,-0.004364373837741908,33.78,21.6,,,,0
2000-10-12,0.8794999718666077,0.8824999928474426,0.8794999718666077,0.8824999928474426,279,-0.021146413880180015,0.8954999923706055,0.012030774020408202,-0.004432076030828513,-0.0016438470698357799,60.75,65.37,,,,0
2000-10-13,0.8895000219345093,0.8899999856948853,0.8774999976158142,0.8774999976158142,368,0.011370153937217298,0.8924999952316284,0.014531863960010162,-0.021146413880180015,0.00493959582948067,60.75,65.37,,,,0
2000-10-16,0.8914999961853027,0.8924999833106995,0.8880000114440918,0.8880000114440918,276,0.002248425184345537,0.8922999978065491,0.013477536626089649,0.011370153937217298,-0.022392140494302493,60.75,65.37,,,,0
2000-10-17,0.8805000185966492,0.8899999856948853,0.875,0.8899999856948853,236,-0.012338729821337213,0.8879000067710876,0.012602672343575493,0.002248425184345537,0.00391066415692265,60.75,65.37,,,,0
2000-10-18,0.8700000047683716,0.8709999918937683,0.8694999814033508,0.8694999814033508,282,-0.011925058042602465,0.8822000026702881,0.012978987301460267,-0.012338729821337213,-0.0022259697264136458,60.75,65.37,,,,0
2000-10-19,0.8709999918937683,0.871999979019165,0.8700000047683716,0.8700000047683716,118,0.0011494104826619278,0.8805000066757203,0.01014980525464434,-0.011925058042602465,0.014500849490857393,60.75,65.37,,,,0
2000-10-20,0.8600000143051147,0.8600000143051147,0.8600000143051147,0.8600000143051147,275,-0.012629136269837304,0.8746000051498413,0.007680148368251476,0.0011494104826619278,-0.005497520853105953,60.75,65.37,,,,0
2000-10-23,0.8654999732971191,0.8654999732971191,0.8619999885559082,0.8619999885559082,239,0.006395301047114943,0.8694000005722046,0.008998664472804818,-0.012629136269837304,-0.013267025116059372,60.75,65.37,,,,0
2000-10-24,0.862500011920929,0.8694999814033508,0.8619999885559082,0.8690000176429749,171,-0.003466159986997841,0.8657999992370605,0.008247529749442456,0.006395301047114943,0.011204471316808462,60.75,65.37,,,,0
2000-10-25,0.8504999876022339,0.8560000061988831,0.8489999771118164,0.8560000061988831,246,-0.013913071481551742,0.861899995803833,0.008751867742338078,-0.003466159986997841,-0.004432076030828513,60.75,65.37,,,,0
2000-10-26,0.8289999961853027,0.8450000286102295,0.828000009059906,0.8450000286102295,0,-0.025279237778174313,0.8534999966621399,0.01190515809313815,-0.013913071481551742,-0.021146413880180015,60.75,65.37,,,,0
2000-10-27,0.8414999842643738,0.8454999923706055,0.8355000019073486,0.8355000019073486,478,0.01507839340963879,0.8497999906539917,0.015993174891734487,-0.025279237778174313,0.011370153937217298,60.75,65.37,,,,0
2000-10-30,0.8424999713897705,0.8429999947547913,0.8379999995231628,0.8395000100135803,543,0.0011883388521640725,0.845199990272522,0.015281467751649873,0.01507839340963879,0.002248425184345537,60.75,65.37,,,,0
2000-10-31,0.8464999794960022,0.8550000190734863,0.8464999794960022,0.8529999852180481,409,0.004747784263580801,0.8419999837875366,0.015951790992037602,0.0011883388521640725,-0.012338729821337213,60.75,65.37,,,,0
2000-11-01,0.8330000042915344,0.8450000286102295,0.8324999809265137,0.8445000052452087,786,-0.0159479923584942,0.8384999871253968,0.016301680258968762,0.004747784263580801,-0.011925058042602465,55.52,61.55,,,,0
2000-11-02,0.8360000252723694,0.8364999890327454,0.8360000252723694,0.8360000252723694,1103,0.003601465744752952,0.83989999294281,0.01122044738872361,-0.0159479923584942,0.0011494104826619278,92.17,65.03,,,,0
2000-11-03,0.8360000252723694,0.8445000052452087,0.8355000019073486,0.8399999737739563,156,0.0,0.8388000011444092,0.008411955269389834,0.003601465744752952,-0.012629136269837304,55.85,68.43,,,,0
2000-11-06,0.824999988079071,0.8374999761581421,0.824999988079071,0.8374999761581421,588,-0.01315793882866756,0.8353000044822693,0.009705846983877534,0.0,0.006395301047114943,60.57,50.37,,,,0
2000-11-07,0.828499972820282,0.8330000042915344,0.828000009059906,0.8305000066757202,362,0.004242405808223548,0.8317000031471252,0.009591967226021658,-0.01315793882866756,-0.003466159986997841,45.60,48.75,,,,0
2000-11-08,0.8345000147819519,0.8345000147819519,0.8274999856948853,0.828000009059906,361,0.007242054506345186,0.8320000052452088,0.007996934464089922,0.004242405808223548,-0.013913071481551742,38.31,39.21,,,,0
2000-11-09,0.8379999995231628,0.8389999866485596,0.8339999914169312,0.8339999914169312,311,0.004194109861250794,0.8324000000953674,0.008060653754257047,0.007242054506345186,-0.025279237778174313,59.75,66.24,,,,0
2000-11-10,0.8364999890327454,0.8379999995231628,0.8305000066757202,0.8360000252723694,202,-0.0017899886530680087,0.8324999928474426,0.008128108080767481,0.004194109861250794,0.01507839340963879,82.20,91.13,,,,0
2000-11-13,0.8190000057220459,0.8190000057220459,0.8190000057220459,0.8190000057220459,319,-0.02092048241499067,0.8312999963760376,0.011390972696231388,-0.0017899886530680087,0.0011883388521640725,59.51,49.48,,,,0
2000-11-14,0.8259999752044678,0.8264999985694885,0.824999988079071,0.824999988079071,317,0.008546971225293909,0.8307999968528748,0.012067224206733927,-0.02092048241499067,0.004747784263580801,59.51,49.48,,,,0
2000-11-15,0.8259999752044678,0.8299999833106995,0.8240000009536743,0.8240000009536743,184,0.0,0.8290999889373779,0.01130966590120578,0.008546971225293909,-0.0159479923584942,59.51,49.48,,,,0
2000-11-16,0.8184999823570251,0.8184999823570251,0.8184999823570251,0.8184999823570251,257,-0.00907989476099691,0.8251999855041504,0.011048922699856214,0.0,0.003601465744752952,59.51,49.48,,,,0
2000-11-17,0.8220000267028809,0.8224999904632568,0.8199999928474426,0.8199999928474426,206,0.004276169115821737,0.8222999930381775,0.011751977702960962,-0.00907989476099691,0.0,59.51,49.48,,,,0
2000-11-20,0.8220000267028809,0.8330000042915344,0.8190000057220459,0.8190000057220459,539,0.0,0.8228999972343445,0.006537936425380585,0.004276169115821737,-0.01315793882866756,59.51,49.48,,,,0
2000-11-21,0.8289999961853027,0.8289999961853027,0.8184999823570251,0.8199999928474426,0,0.008515777682513548,0.8235000014305115,0.006528642941881202,0.0,0.004242405808223548,59.51,49.48,,,,0
2000-11-22,0.8195000290870667,0.8230000138282776,0.8184999823570251,0.8230000138282776,389,-0.01145955023154499,0.8222000122070312,0.008552267631618798,0.008515777682513548,0.007242054506345186,59.51,49.48,,,,0
2000-11-27,0.8464999794960022,0.847000002861023,0.8320000171661377,0.8320000171661377,0,0.032946857169747545,0.8278000116348266,0.016375342235899704,-0.01145955023154499,0.004194109861250794,59.51,49.48,,,,0
2000-11-28,0.8610000014305115,0.8619999885559082,0.8479999899864197,0.8479999899864197,11293,0.017129382499385892,0.8356000065803528,0.016870514306444633,0.032946857169747545,-0.0017899886530680087,59.51,49.48,,,,0
2000-11-29,0.8519999980926514,0.8579999804496765,0.8464999794960022,0.8510000109672546,3507,-0.010452965531831615,0.8416000008583069,0.01886092670230035,0.017129382499385892,-0.02092048241499067,59.51,49.48,,,,0
2000-11-30,0.8410000205039978,0.8579999804496765,0.8410000205039978,0.8500000238418579,1826,-0.012910771846571523,0.8440000057220459,0.02085458248481157,-0.010452965531831615,0.008546971225293909,59.51,49.48,,,,0
2000-12-01,0.859499990940094,0.8600000143051147,0.8379999995231628,0.8379999995231628,829,0.02199758618912928,0.8519999980926514,0.020397444168712153,-0.012910771846571523,0.0,50.75,65.64,,,,0
2000-12-04,0.8604999780654907,0.8619999885559082,0.8550000190734863,0.8600000143051147,874,0.001163452165139578,0.854799997806549,0.015790132672721748,0.02199758618912928,-0.00907989476099691,51.27,56.84,,,,0
2000-12-05,0.8690000176429749,0.8700000047683716,0.8569999933242798,0.8600000143051147,1112,0.009878024165199006,0.8564000010490418,0.014491833176515442,0.001163452165139578,0.004276169115821737,97.10,78.44,,,,0
2000-12-06,0.8769999742507935,0.8769999742507935,0.8679999709129333,0.8769999742507935,978,0.009205933769158348,0.8613999962806702,0.012866241506457713,0.009878024165199006,0.0,52.92,58.67,,,,0
2000-12-07,0.8784999847412109,0.8799999952316284,0.875,0.8769999742507935,1436,0.0017103882947075988,0.8688999891281128,0.008427369969392017,0.009205933769158348,0.008515777682513548,34.06,33.04,,,,0
2000-12-08,0.887499988079071,0.8899999856948853,0.8855000138282776,0.8855000138282776,1327,0.010244739321778606,0.8744999885559082,0.004586873219606134,0.0017103882947075988,-0.01145955023154499,38.86,48.47,,,,0
2000-12-11,0.8895000219345093,0.8995000123977661,0.8679999709129333,0.890999972820282,671,0.002253559304003172,0.8802999973297119,0.0042896147586561845,0.010244739321778606,0.032946857169747545,25.12,17.91,,,,0
2000-12-12,0.8834999799728394,0.8859999775886536,0.8740000128746033,0.8859999775886536,853,-0.006745409571346506,0.8831999897956848,0.006849012491092647,0.002253559304003172,0.017129382499385892,37.89,36.76,,,,0
2000-12-13,0.8805000185966492,0.8809999823570251,0.878000020980835,0.8799999952316284,1020,-0.0033955420986907514,0.8838999986648559,0.006455222766143877,-0.006745409571346506,-0.010452965531831615,37.89,36.76,,,,0
2000-12-14,0.8889999985694885,0.8889999985694885,0.8799999952316284,0.8805000185966492,1186,0.009653582956632656,0.8860000014305115,0.007605962236391122,-0.0033955420986907514,-0.012910771846571523,37.89,36.76,,,,0
