Date,Close_ZW=F,High_ZW=F,Low_ZW=F,Open_ZW=F,Volume_ZW=F,Return,Vol_5,MA_5,DATE,GPRD,GPRD_THREAT,EVENT
2014-04-22,673.0,677.25,662.5,668.25,42401,,,684.45,2014-04-22,135.49,124.32,
2014-04-23,676.5,679.5,667.75,673.0,24894,,,679.4,2014-04-23,114.79,150.0,
2014-04-24,689.0,695.75,671.75,677.25,44894,,,679.6,2014-04-24,66.79,88.85,
2014-04-25,700.25,701.75,688.0,689.0,32095,,,681.4,2014-04-25,125.74,150.31,
2014-04-28,700.25,708.75,689.5,700.0,28027,,,687.8,2014-04-28,116.31,170.22,
2014-04-29,708.0,708.25,696.0,701.5,18851,,,694.8,2014-04-29,125.79,167.36,
2014-04-30,713.0,716.0,702.25,706.25,9091,,,702.1,2014-04-30,182.05,230.36,
2014-05-01,698.75,715.75,695.25,713.25,2544,,,704.05,2014-05-01,79.18,104.25,
2014-05-02,707.75,710.5,698.0,701.75,1890,,,705.55,2014-05-02,92.12,134.81,
2014-05-05,721.25,732.0,715.5,717.0,1123,,,709.75,2014-05-05,63.88,75.88,
2014-05-06,731.75,735.0,716.75,724.25,1185,,,714.5,2014-05-06,111.76,126.39,
2014-05-07,729.75,730.75,726.25,730.75,258,,,717.85,2014-05-07,80.21,113.38,
2014-05-08,726.75,729.0,721.0,722.0,347,,,723.45,2014-05-08,121.4,167.29,
2014-05-09,714.0,720.75,714.0,718.5,322,,,724.7,2014-05-09,119.73,102.58,
2014-05-12,705.5,705.5,695.5,695.5,318,,,721.55,2014-05-12,93.84,93.64,
2014-05-13,700.0,705.0,695.5,705.0,313,,,715.2,2014-05-13,114.08,131.34,
2014-05-14,681.0,700.0,681.0,700.0,65904,,,705.45,2014-05-14,113.31,119.35,
2014-05-15,678.25,691.0,676.75,690.5,57240,,,695.75,2014-05-15,60.23,50.08,
2014-05-16,674.25,682.75,670.5,678.75,48213,,,687.8,2014-05-16,79.41,100.62,
2014-05-19,674.5,678.25,662.75,671.5,72503,,,681.6,2014-05-19,56.46,23.48,
2014-05-20,670.5,686.0,666.0,674.0,65289,,,675.7,2014-05-20,77.74,107.74,
2014-05-21,664.25,675.5,663.0,668.0,66296,,,672.35,2014-05-21,94.75,88.24,
2014-05-22,659.25,669.75,654.0,665.5,67073,,,668.55,2014-05-22,58.46,48.61,
2014-05-23,652.5,663.5,651.25,660.25,58007,,,664.2,2014-05-23,110.17,103.83,
2014-05-27,641.0,648.5,640.25,645.0,53220,,,657.5,2014-05-27,68.71,57.13,
2014-05-28,638.75,641.75,633.0,637.25,44886,,,651.15,2014-05-28,96.48,113.66,
2014-05-29,632.5,645.0,629.75,638.5,49662,,,644.8,2014-05-29,114.97,119.5,
2014-05-30,627.25,637.0,625.5,633.0,48580,,,638.4,2014-05-30,64.88,82.51,
2014-06-02,620.75,626.75,616.25,624.75,62437,,,632.05,2014-06-02,57.28,79.38,
2014-06-03,612.5,624.0,611.0,622.0,55548,,,626.35,2014-06-03,84.4,70.18,
2014-06-04,614.5,619.5,610.75,612.5,46186,,,621.5,2014-06-04,76.47,60.24,
2014-06-05,605.75,617.25,605.0,613.5,52098,,,616.15,2014-06-05,107.98,75.31,
2014-06-06,618.25,619.5,603.0,605.5,66067,,,614.35,2014-06-06,52.97,46.99,
2014-06-09,612.5,626.25,607.5,618.25,65835,,,612.7,2014-06-09,75.93,63.14,
2014-06-10,601.25,616.0,599.25,614.75,69509,,,610.45,2014-06-10,114.52,84.65,
2014-06-11,589.25,608.5,588.5,603.0,75741,,,605.4,2014-06-11,130.06,114.91,
2014-06-12,585.25,593.5,584.75,588.0,63749,,,601.3,2014-06-12,87.97,84.41,
2014-06-13,586.0,594.5,583.5,585.5,66219,,,594.85,2014-06-13,99.45,91.25,
2014-06-16,581.0,594.75,580.25,586.0,43308,,,588.55,2014-06-16,135.31,108.35,
2014-06-17,581.75,584.75,576.75,581.0,54988,,,584.65,2014-06-17,207.04,205.12,
2014-06-18,587.0,598.0,581.5,582.0,54897,,,584.2,2014-06-18,144.56,123.64,
2014-06-19,593.5,596.5,585.75,586.25,45051,,,585.85,2014-06-19,104.75,97.99,
2014-06-20,585.25,594.5,582.75,593.25,36985,,,585.7,2014-06-20,143.7,188.66,
2014-06-23,579.75,593.0,577.75,585.0,30687,,,585.45,2014-06-23,129.0,137.92,
2014-06-24,571.0,580.0,570.0,579.75,19846,,,583.3,2014-06-24,155.02,162.83,
2014-06-25,575.5,576.0,567.75,570.0,18551,,,581.0,2014-06-25,94.64,98.38,
2014-06-26,582.25,584.25,572.75,575.5,24910,,,578.75,2014-06-26,95.02,103.53,
2014-06-27,585.25,590.0,577.25,580.0,15852,,,578.75,2014-06-27,136.64,159.68,
2014-06-30,564.75,584.25,555.75,583.5,5942,,,575.75,2014-06-30,84.1,77.7,
2014-07-01,559.75,566.25,557.25,564.75,1069,,,573.5,2014-07-01,127.72,143.89,
2014-07-02,561.75,562.75,555.5,560.75,1272,,,570.75,2014-07-02,134.72,138.38,
2014-07-03,568.0,568.75,559.75,561.75,517,,,567.9,2014-07-03,93.11,83.38,
2014-07-07,545.0,567.25,545.0,567.25,220,,,559.85,2014-07-07,124.03,120.32,
2014-07-08,545.25,549.5,545.25,549.0,138,,,555.95,2014-07-08,114.52,112.86,
2014-07-09,539.5,545.75,537.0,545.75,219,,,551.9,2014-07-09,109.21,147.98,
2014-07-10,536.75,543.5,535.25,542.75,108,,,546.9,2014-07-10,75.13,68.15,
2014-07-11,514.75,536.75,514.75,536.75,107,,,536.25,2014-07-11,116.43,137.41,
2014-07-14,549.75,549.75,516.25,516.25,44745,,,537.2,2014-07-14,151.03,150.7,
2014-07-15,537.75,539.5,530.5,538.0,37907,,,535.7,2014-07-15,97.3,133.68,
2014-07-16,538.0,544.75,535.75,537.0,32658,,,535.4,2014-07-16,160.09,184.32,
2014-07-17,550.75,561.75,530.75,538.0,88501,,,538.2,2014-07-17,147.45,165.38,
2014-07-18,532.25,555.75,531.0,552.5,52234,,,541.7,2014-07-18,207.28,273.17,
2014-07-21,530.0,531.25,523.75,530.5,36058,,,537.75,2014-07-21,203.45,286.29,
2014-07-22,524.5,536.75,524.0,529.5,35671,,,535.1,2014-07-22,208.98,303.18,
2014-07-23,530.75,531.0,520.25,524.5,33126,,,533.65,2014-07-23,217.15,308.61,
2014-07-24,528.75,542.25,526.0,530.5,56461,,,529.25,2014-07-24,119.6,126.57,
2014-07-25,538.0,538.5,526.5,528.75,42238,,,530.4,2014-07-25,180.28,212.37,
2014-07-28,534.75,543.25,532.0,538.0,33877,,,531.35,2014-07-28,149.44,165.68,
2014-07-29,520.0,535.75,518.5,534.5,52042,,,530.45,2014-07-29,169.99,175.74,
2014-07-30,527.25,529.0,519.75,521.25,51667,,,529.75,2014-07-30,202.23,269.06,
2014-07-31,530.25,536.25,523.5,527.0,59662,,,530.05,2014-07-31,141.77,166.77,
2014-08-01,534.25,544.0,530.5,531.0,60735,,,529.3,2014-08-01,151.3,152.29,
2014-08-04,544.0,553.25,534.25,534.75,55273,,,531.15,2014-08-04,155.7,151.79,
2014-08-05,552.5,554.25,538.0,543.75,51203,,,537.65,2014-08-05,172.58,151.48,
2014-08-06,568.0,572.0,552.75,553.0,83170,,,545.8,2014-08-06,159.54,195.5,
2014-08-07,561.5,568.25,558.5,568.0,80800,,,552.05,2014-08-07,177.73,226.4,
2014-08-08,549.25,561.5,547.0,561.0,74816,,,555.05,2014-08-08,212.4,285.3,
2014-08-11,546.5,556.5,543.0,548.5,97475,,,555.55,2014-08-11,206.7,246.8,
2014-08-12,538.0,547.5,533.5,547.25,96506,,,552.65,2014-08-12,150.57,187.81,
2014-08-13,528.0,544.25,527.25,537.75,65016,,,544.65,2014-08-13,165.85,210.49,
2014-08-14,537.25,539.25,528.0,528.25,44359,,,539.8,2014-08-14,106.74,136.1,
2014-08-15,551.25,556.25,533.5,535.25,57396,,,540.2,2014-08-15,131.82,155.58,
2014-08-18,542.5,551.5,540.5,549.75,27716,,,539.4,2014-08-18,115.86,140.13,
2014-08-19,546.0,556.0,535.5,541.0,40685,,,541.0,2014-08-19,216.15,260.62,
2014-08-20,539.5,549.25,534.25,546.25,36712,,,543.3,2014-08-20,123.03,113.67,
2014-08-21,546.25,549.75,536.75,539.5,29137,,,545.1,2014-08-21,153.54,127.67,
2014-08-22,552.0,562.5,545.5,546.0,44928,,,545.25,2014-08-22,109.58,126.16,
2014-08-25,542.5,554.25,540.5,551.0,14286,,,545.25,2014-08-25,167.6,139.36,
2014-08-26,541.5,546.0,531.25,542.25,15901,,,544.35,2014-08-26,118.14,136.02,
2014-08-27,547.25,548.0,535.0,540.0,14287,,,545.9,2014-08-27,143.08,165.85,
2014-08-28,556.5,564.5,545.0,547.0,18397,,,547.95,2014-08-28,97.53,120.15,
2014-08-29,550.25,562.0,546.0,555.0,3477,,,547.6,2014-08-29,157.34,219.23,
2014-09-02,543.5,552.5,538.75,550.25,1409,,,547.8,2014-09-02,219.28,294.85,
2014-09-03,523.5,540.75,522.5,540.75,1964,,,544.2,2014-09-03,184.26,215.9,
2014-09-04,525.25,525.25,519.5,522.0,2109,,,539.8,2014-09-04,219.84,297.45,
2014-09-05,531.5,536.25,525.5,525.5,1101,,,534.8,2014-09-05,117.67,142.32,
2014-09-08,533.5,538.0,526.25,528.75,466,,,531.45,2014-09-08,147.02,160.46,
2014-09-09,527.5,528.5,523.5,528.5,69,,,528.25,2014-09-09,110.56,99.01,
2014-09-10,518.75,525.25,518.75,524.5,135,,,527.3,2014-09-10,131.68,116.34,
2014-09-11,503.0,519.0,499.5,518.0,181,,,522.85,2014-09-11,118.18,156.08,
2014-09-12,498.25,498.75,497.0,498.75,39754,,,516.2,2014-09-12,168.17,175.61,
2014-09-15,500.75,504.0,496.0,501.5,39682,,,509.65,2014-09-15,112.87,97.94,
2014-09-16,496.25,508.5,491.0,499.0,48769,,,503.4,2014-09-16,157.35,179.04,
2014-09-17,499.25,501.5,494.25,496.0,33011,,,499.5,2014-09-17,159.8,150.83,
2014-09-18,488.5,498.75,487.75,496.25,33252,,,496.6,2014-09-18,118.06,127.04,
2014-09-19,474.5,488.25,473.75,487.75,45467,,,491.85,2014-09-19,132.81,176.69,
2014-09-22,476.75,480.75,469.5,476.25,61856,,,487.05,2014-09-22,80.68,47.36,
2014-09-23,476.0,479.75,471.0,475.5,48151,,,483.0,2014-09-23,179.18,159.89,
2014-09-24,480.25,484.5,473.5,473.5,54643,,,479.2,2014-09-24,146.88,134.99,
2014-09-25,474.0,483.5,466.25,480.25,51821,,,476.3,2014-09-25,107.53,121.14,
2014-09-26,474.25,476.25,468.5,472.75,27218,,,476.25,2014-09-26,151.31,129.22,
2014-09-29,481.25,482.5,470.5,470.75,41810,,,477.15,2014-09-29,101.28,98.25,
2014-09-30,477.75,481.75,468.0,481.25,61656,,,477.5,2014-09-30,97.3,126.64,
2014-10-01,479.0,484.0,469.5,476.75,45542,,,477.25,2014-10-01,108.34,145.52,
2014-10-02,482.75,489.75,477.25,477.5,48696,,,479.0,2014-10-02,57.61,53.89,
2014-10-03,485.75,489.0,478.0,483.25,44411,,,481.3,2014-10-03,103.98,104.99,
2014-10-06,491.5,494.75,484.75,485.5,40143,,,483.35,2014-10-06,95.29,75.47,
2014-10-07,506.25,509.5,489.25,491.5,71942,,,489.05,2014-10-07,67.6,59.52,
2014-10-08,507.75,511.75,502.0,507.25,46634,,,494.8,2014-10-08,80.98,96.2,
2014-10-09,493.25,508.25,492.0,508.0,56948,,,496.9,2014-10-09,75.36,91.15,
2014-10-10,498.5,508.5,488.25,493.5,67978,,,499.45,2014-10-10,121.7,132.82,
2014-10-13,505.25,506.5,495.5,498.5,39341,,,502.2,2014-10-13,80.68,86.82,
2014-10-14,509.25,510.0,498.25,505.25,34253,,,502.8,2014-10-14,70.29,80.37,
2014-10-15,506.0,516.25,501.5,510.0,55380,,,502.45,2014-10-15,89.53,97.1,
2014-10-16,517.0,518.25,502.75,506.25,44556,,,507.2,2014-10-16,68.58,85.54,
2014-10-17,516.0,522.25,512.75,517.75,48282,,,510.7,2014-10-17,86.51,83.92,
2014-10-20,513.5,515.75,507.25,515.0,41062,,,512.35,2014-10-20,75.86,92.52,
2014-10-21,519.25,523.75,512.25,515.0,55907,,,514.35,2014-10-21,60.74,60.61,
2014-10-22,522.25,528.75,516.0,521.0,51409,,,517.6,2014-10-22,78.5,84.85,
2014-10-23,526.75,530.75,519.25,520.25,41545,,,519.55,2014-10-23,74.29,50.54,
2014-10-24,517.75,539.25,517.25,525.5,57243,,,519.9,2014-10-24,91.68,86.18,
2014-10-27,522.75,526.5,510.5,516.0,50296,,,521.75,2014-10-27,96.68,59.24,
2014-10-28,530.75,533.0,523.25,525.5,45034,,,524.05,2014-10-28,139.38,146.8,
2014-10-29,538.25,540.5,527.5,531.0,45827,,,527.25,2014-10-29,92.37,118.7,
2014-10-30,536.0,545.5,532.5,538.25,53290,,,529.1,2014-10-30,103.4,104.41,
2014-10-31,532.5,539.0,523.0,536.0,60413,,,532.05,2014-10-31,89.83,74.7,
2014-11-03,538.25,539.25,526.75,536.25,48408,,,535.15,2014-11-03,80.91,94.98,
2014-11-04,530.5,538.75,529.0,538.25,40640,,,535.1,2014-11-04,79.88,62.51,
2014-11-05,524.75,532.5,518.75,532.0,61576,,,532.4,2014-11-05,103.52,110.67,
2014-11-06,520.25,528.0,520.0,525.0,45901,,,529.25,2014-11-06,41.02,56.85,
2014-11-07,514.5,520.5,511.0,520.5,64780,,,525.65,2014-11-07,90.21,96.02,
2014-11-10,517.25,524.5,511.25,514.0,87728,,,521.45,2014-11-10,57.86,40.09,
2014-11-11,525.25,526.5,511.75,518.0,95070,,,520.4,2014-11-11,77.04,60.29,
2014-11-12,542.75,545.75,522.75,524.25,138060,,,524.0,2014-11-12,57.42,80.8,
2014-11-13,553.75,559.0,537.0,542.0,111919,,,530.7,2014-11-13,61.54,90.31,
2014-11-14,560.5,564.75,549.0,553.75,63504,,,539.9,2014-11-14,77.45,81.96,
2014-11-17,551.75,563.25,551.0,559.25,40374,,,546.8,2014-11-17,136.55,159.8,
2014-11-18,549.0,553.0,544.25,552.0,28212,,,551.55,2014-11-18,87.4,101.75,
2014-11-19,537.75,549.5,535.0,549.0,38493,,,550.55,2014-11-19,92.24,73.36,
2014-11-20,547.25,548.0,532.0,538.5,37194,,,549.25,2014-11-20,89.16,114.06,
2014-11-21,547.25,553.75,540.75,547.0,35936,,,546.6,2014-11-21,110.54,128.69,
2014-11-24,542.25,551.25,541.25,546.0,26197,,,544.7,2014-11-24,142.11,154.84,
2014-11-25,551.5,553.0,539.25,541.75,18564,,,545.2,2014-11-25,163.64,183.88,
2014-11-26,562.0,563.0,550.75,551.25,23401,,,550.05,2014-11-26,119.09,117.37,
2014-11-28,577.25,579.25,556.5,558.0,3794,,,556.05,2014-11-28,90.87,75.56,
2014-12-01,606.75,607.0,571.75,577.5,1927,,,567.95,2014-12-01,57.56,60.92,
2014-12-02,605.25,612.0,600.0,604.5,1101,,,580.55,2014-12-02,108.91,60.37,
2014-12-03,597.0,604.0,590.0,604.0,813,,,589.65,2014-12-03,88.44,113.66,
2014-12-04,599.75,600.0,588.5,594.0,496,,,597.2,2014-12-04,89.81,74.68,
2014-12-05,609.0,609.75,594.75,599.0,542,,,603.55,2014-12-05,62.5,51.97,
2014-12-08,610.0,617.0,600.75,603.5,115,,,604.2,2014-12-08,109.47,110.81,
2014-12-09,600.5,608.75,599.0,606.5,193,,,603.25,2014-12-09,72.48,49.63,
2014-12-10,593.25,600.0,590.0,600.0,86,,,602.5,2014-12-10,107.79,75.84,
2014-12-11,610.25,610.25,588.5,597.0,88,,,604.6,2014-12-11,81.71,67.94,
2014-12-12,627.5,627.5,623.25,623.25,72039,,,608.3,2014-12-12,77.55,67.56,
2014-12-15,619.0,622.75,599.75,605.5,65785,,,610.1,2014-12-15,66.97,51.41,
2014-12-16,623.25,639.0,615.0,616.0,93302,,,614.65,2014-12-16,136.07,179.47,
2014-12-17,648.5,650.75,617.0,623.75,103230,,,625.7,2014-12-17,144.74,165.06,
2014-12-18,655.25,677.0,645.75,646.5,102121,,,634.7,2014-12-18,122.82,151.73,
2014-12-19,632.25,654.5,629.25,654.0,68685,,,635.65,2014-12-19,110.97,136.7,
2014-12-22,625.75,644.5,621.0,629.5,53792,,,637.0,2014-12-22,74.2,70.52,
2014-12-23,635.5,637.0,621.0,625.0,31415,,,639.45,2014-12-23,56.85,42.97,
2014-12-24,611.5,639.75,606.25,636.5,38221,,,632.05,2014-12-24,123.64,154.22,
2014-12-26,610.75,616.75,607.5,614.5,21009,,,623.15,2014-12-26,114.02,49.9,
2014-12-29,615.5,620.75,608.0,611.75,29593,,,619.8,2014-12-29,92.94,88.32,
2014-12-30,602.0,615.5,601.0,615.0,34044,,,615.05,2014-12-30,69.62,57.89,
2014-12-31,589.75,604.5,586.5,601.5,37572,,,605.9,2014-12-31,93.75,112.61,
2015-01-02,581.25,591.0,574.75,589.75,38997,,,599.85,2015-01-02,106.86,97.74,
2015-01-05,589.0,597.5,579.0,579.75,45078,,,595.5,2015-01-05,100.72,74.45,
2015-01-06,591.75,603.5,586.0,588.0,52463,,,590.75,2015-01-06,66.82,31.75,
2015-01-07,579.5,594.5,578.5,594.25,46079,,,586.25,2015-01-07,78.76,61.64,
2015-01-08,567.0,581.0,565.75,580.0,49560,,,581.7,2015-01-08,168.64,133.55,
2015-01-09,563.75,574.0,561.75,568.0,54780,,,578.2,2015-01-09,64.71,26.91,
2015-01-12,555.5,567.0,554.0,563.0,74233,,,571.5,2015-01-12,148.08,91.21,
2015-01-13,548.0,566.75,547.25,555.5,61834,,,562.75,2015-01-13,151.56,79.21,
2015-01-14,537.75,549.75,536.0,548.0,66809,,,554.4,2015-01-14,88.39,77.0,
2015-01-15,532.75,545.0,528.0,540.5,59519,,,547.55,2015-01-15,132.79,23.87,
2015-01-16,532.75,542.0,531.25,536.75,54200,,,541.35,2015-01-16,156.11,82.32,
2015-01-20,537.0,539.75,523.0,532.25,62926,,,537.65,2015-01-20,175.29,119.6,
2015-01-21,536.75,544.5,535.5,537.25,50807,,,535.4,2015-01-21,148.51,123.49,
2015-01-22,533.75,542.5,532.5,536.5,44525,,,534.6,2015-01-22,98.54,69.34,
2015-01-23,530.0,536.0,526.25,532.75,57432,,,534.05,2015-01-23,109.12,97.22,
2015-01-26,520.5,534.75,519.25,530.75,52607,,,531.6,2015-01-26,135.93,117.21,
2015-01-27,519.0,524.25,517.5,519.5,40915,,,528.0,2015-01-27,95.16,67.83,
2015-01-28,505.25,520.5,503.0,519.0,78409,,,521.7,2015-01-28,146.46,107.46,
2015-01-29,507.75,512.25,500.75,506.0,76823,,,516.5,2015-01-29,105.28,125.06,
2015-01-30,502.75,511.75,497.0,508.0,67223,,,511.05,2015-01-30,126.52,133.9,
2015-02-02,492.75,505.5,492.25,503.0,58166,,,505.5,2015-02-02,101.15,109.34,
2015-02-03,513.75,515.75,493.0,493.5,71013,,,504.45,2015-02-03,141.25,136.4,
2015-02-04,511.0,521.75,507.5,514.5,64767,,,505.6,2015-02-04,90.7,122.1,
2015-02-05,525.75,527.75,508.5,511.25,84138,,,509.2,2015-02-05,89.43,99.15,
2015-02-06,527.0,534.0,516.5,526.5,85342,,,514.05,2015-02-06,166.44,168.78,
2015-02-09,529.75,532.25,521.5,527.0,77084,,,521.45,2015-02-09,128.99,163.04,
2015-02-10,521.75,530.75,518.5,527.0,86985,,,523.05,2015-02-10,134.23,183.37,
2015-02-11,525.75,528.0,515.75,520.75,96606,,,526.0,2015-02-11,110.85,113.44,
2015-02-12,521.25,527.75,518.25,523.25,92568,,,525.1,2015-02-12,76.61,54.6,
2015-02-13,533.0,534.25,519.5,520.75,85848,,,526.3,2015-02-13,139.64,174.17,
2015-02-17,534.75,548.0,531.75,534.5,62801,,,527.3,2015-02-17,123.75,134.56,
2015-02-18,527.75,543.5,523.5,537.0,63119,,,528.5,2015-02-18,154.67,135.76,
2015-02-19,527.75,537.25,523.75,528.0,45850,,,528.9,2015-02-19,143.86,157.4,
2015-02-20,510.25,531.5,509.5,526.5,59446,,,526.7,2015-02-20,136.85,147.26,
2015-02-23,505.75,515.0,503.5,510.75,32153,,,521.25,2015-02-23,168.18,161.03,
2015-02-24,505.75,513.25,504.5,505.75,18575,,,515.45,2015-02-24,149.09,154.97,
2015-02-25,497.75,506.5,496.0,506.5,12524,,,509.45,2015-02-25,114.38,124.37,
2015-02-26,503.25,504.5,491.25,498.0,13499,,,504.55,2015-02-26,95.06,121.61,
2015-02-27,517.5,523.0,502.0,507.0,2654,,,506.0,2015-02-27,105.94,115.19,
2015-03-02,508.0,521.25,507.25,517.25,2490,,,506.45,2015-03-02,105.47,151.48,
2015-03-03,508.75,509.5,500.5,508.5,1527,,,507.05,2015-03-03,149.37,175.35,
2015-03-04,493.5,509.0,491.25,507.0,1558,,,506.2,2015-03-04,218.32,279.29,
2015-03-05,481.25,492.5,481.0,491.75,609,,,501.8,2015-03-05,77.49,64.43,
2015-03-06,485.75,488.75,482.25,482.25,305,,,495.45,2015-03-06,86.04,91.06,
2015-03-09,494.25,499.75,491.25,491.25,54,,,492.7,2015-03-09,79.82,116.15,
2015-03-10,496.5,496.5,489.0,490.75,83,,,490.25,2015-03-10,89.77,104.51,
2015-03-11,503.0,503.75,501.5,502.75,26,,,492.15,2015-03-11,78.04,72.11,
2015-03-12,513.25,516.75,503.0,503.0,29,,,498.55,2015-03-12,105.61,81.96,
2015-03-13,508.75,520.25,508.25,520.25,57249,,,503.15,2015-03-13,67.85,59.74,
2015-03-16,514.0,515.75,493.0,503.25,59482,,,507.1,2015-03-16,109.26,107.37,
2015-03-17,503.5,518.0,503.0,515.5,51560,,,508.5,2015-03-17,97.29,130.98,
2015-03-18,510.75,512.5,500.75,503.0,44511,,,510.05,2015-03-18,117.37,144.59,
2015-03-19,512.0,520.0,505.25,516.0,55533,,,509.8,2015-03-19,55.87,65.58,
2015-03-20,530.0,530.5,510.0,511.0,70791,,,514.05,2015-03-20,94.76,102.78,
2015-03-23,534.0,540.5,531.75,533.25,58101,,,518.05,2015-03-23,98.3,130.78,
2015-03-24,523.5,531.75,522.5,531.25,57560,,,522.05,2015-03-24,100.38,106.23,
2015-03-25,519.0,528.25,516.0,523.0,46777,,,523.7,2015-03-25,105.38,91.44,
2015-03-26,499.25,525.25,498.25,519.0,84097,,,521.15,2015-03-26,103.41,94.88,
2015-03-27,507.75,509.0,499.0,499.0,55820,,,516.7,2015-03-27,199.25,214.01,
2015-03-30,530.25,531.0,508.75,513.25,88442,,,515.95,2015-03-30,123.24,172.16,
2015-03-31,511.75,531.75,509.0,531.75,103920,,,513.6,2015-03-31,131.06,165.35,
2015-04-01,528.5,529.0,506.0,513.0,83997,,,515.5,2015-04-01,138.93,158.84,
2015-04-02,536.25,544.25,522.5,528.0,93322,,,522.9,2015-04-02,113.85,85.51,
2015-04-06,527.75,543.75,525.0,537.5,53328,,,526.9,2015-04-06,116.79,97.11,
2015-04-07,526.0,534.0,517.75,526.0,81410,,,526.05,2015-04-07,110.13,146.52,
2015-04-08,526.25,530.75,518.25,528.0,91366,,,528.95,2015-04-08,166.76,209.87,
2015-04-09,518.75,526.75,513.75,525.5,92579,,,527.0,2015-04-09,134.81,128.12,
2015-04-10,526.5,527.5,515.5,518.0,97676,,,525.05,2015-04-10,142.14,183.85,
2015-04-13,502.25,520.0,501.5,518.0,105802,,,519.95,2015-04-13,79.22,98.82,
2015-04-14,497.0,506.25,496.25,504.25,89811,,,514.15,2015-04-14,121.65,147.84,
2015-04-15,490.75,503.75,490.0,498.5,74272,,,507.05,2015-04-15,143.66,175.67,
2015-04-16,494.5,495.5,489.0,490.0,69497,,,502.2,2015-04-16,104.72,133.52,
2015-04-17,494.5,499.75,490.75,494.25,45430,,,495.8,2015-04-17,99.06,92.26,
2015-04-20,498.75,499.25,492.0,495.0,50204,,,495.1,2015-04-20,91.73,118.66,
2015-04-21,500.75,506.5,494.25,498.5,44517,,,495.85,2015-04-21,85.28,82.11,
2015-04-22,498.75,504.75,496.25,500.25,25143,,,497.45,2015-04-22,75.59,96.13,
2015-04-23,497.75,503.5,497.5,499.5,31255,,,498.1,2015-04-23,61.08,83.65,
2015-04-24,486.0,499.5,485.0,498.25,29515,,,496.4,2015-04-24,156.4,126.72,
2015-04-27,470.25,488.0,469.5,486.5,19322,,,490.7,2015-04-27,76.04,71.13,
2015-04-28,471.5,474.0,460.0,472.0,17459,,,484.85,2015-04-28,46.01,61.21,
2015-04-29,477.25,478.25,469.0,472.0,13223,,,480.55,2015-04-29,84.1,62.16,
2015-04-30,467.0,481.75,465.0,477.0,2722,,,474.4,2015-04-30,52.75,52.63,
2015-05-01,470.0,472.25,465.25,469.5,688,,,471.2,2015-05-01,76.24,95.09,
2015-05-04,469.25,471.75,465.0,471.75,451,,,471.0,2015-05-04,70.6,63.22,
2015-05-05,464.0,469.75,460.0,468.75,280,,,469.5,2015-05-05,44.76,49.63,
2015-05-06,475.75,478.25,464.25,467.0,197,,,469.2,2015-05-06,99.69,82.9,
2015-05-07,465.75,478.0,465.75,472.75,176,,,468.95,2015-05-07,64.28,69.18,
2015-05-08,476.5,476.5,468.0,468.0,142,,,470.25,2015-05-08,71.75,86.18,
2015-05-11,476.25,476.25,473.5,473.5,30,,,471.65,2015-05-11,118.67,145.88,
2015-05-12,479.25,489.75,476.5,476.5,194,,,474.7,2015-05-12,62.17,88.62,
2015-05-13,481.0,481.75,472.75,481.25,37,,,475.75,2015-05-13,114.38,129.36,
2015-05-14,501.75,503.25,490.25,490.25,147584,,,482.95,2015-05-14,77.47,67.48,
2015-05-15,511.0,519.75,506.0,515.0,96766,,,489.85,2015-05-15,95.24,117.07,
2015-05-18,521.75,530.25,508.0,511.0,89702,,,498.95,2015-05-18,112.12,152.56,
2015-05-19,510.25,524.75,503.75,519.75,84320,,,505.15,2015-05-19,128.44,151.3,
2015-05-20,513.0,515.75,503.0,511.0,82319,,,511.55,2015-05-20,71.46,76.9,
2015-05-21,522.0,528.0,511.0,514.5,91976,,,515.6,2015-05-21,56.79,62.96,
2015-05-22,515.25,529.0,511.0,521.5,76964,,,516.45,2015-05-22,84.29,70.09,
2015-05-26,493.5,519.75,492.0,515.25,102712,,,510.8,2015-05-26,37.4,35.54,
2015-05-27,487.75,496.25,482.0,496.0,103568,,,506.3,2015-05-27,83.28,76.94,
2015-05-28,488.75,494.75,483.0,489.0,80155,,,501.45,2015-05-28,55.89,74.36,
2015-05-29,477.0,489.25,474.5,488.0,81444,,,492.45,2015-05-29,55.47,32.95,
2015-06-01,493.75,495.5,474.0,478.0,90078,,,488.15,2015-06-01,106.23,88.34,
2015-06-02,512.5,513.25,493.0,495.25,96582,,,491.95,2015-06-02,65.35,66.88,
2015-06-03,510.75,526.25,508.25,513.75,116592,,,496.55,2015-06-03,129.12,118.47,
2015-06-04,523.75,524.25,504.0,510.0,100423,,,503.55,2015-06-04,84.13,58.3,
2015-06-05,517.0,534.0,516.0,525.0,145062,,,511.55,2015-06-05,62.5,61.14,
2015-06-08,528.0,532.75,516.0,517.0,103337,,,518.4,2015-06-08,81.79,110.52,
2015-06-09,532.25,537.25,524.0,527.5,113552,,,522.35,2015-06-09,95.46,103.19,
2015-06-10,513.5,537.5,512.5,533.25,154342,,,522.9,2015-06-10,48.58,58.76,
2015-06-11,504.25,515.5,502.5,514.0,96999,,,519.0,2015-06-11,54.97,79.22,
2015-06-12,503.75,510.75,500.5,504.0,60187,,,516.35,2015-06-12,41.64,37.78,
2015-06-15,489.25,503.75,486.0,503.75,85937,,,508.6,2015-06-15,63.2,43.79,
